时间,热评链接,评论内容,点赞数 
None,https://weibo.cn/comment/hot/J2WYSFqrz?rl=2,3000块钱你招不到农民工、服务员，但你能招到大学生,None
2020-05-21,https://weibo.cn/comment/hot/J2WYSFqrz?rl=2,哇😯 半年前还是我们学校党委书记，有幸听过他的讲话。真的一切从实际出发，为了学生考虑的优秀教育人！！！,262
2020-05-21,https://weibo.cn/comment/hot/J2WYSFqrz?rl=2,逆周期招？我问一下那企业还赚不赚钱了？,388
None,https://weibo.cn/comment/hot/J2WYSFqrz?rl=2,辞退病弱中年员工为毕业生腾坑,None
2020-05-21,https://weibo.cn/comment/hot/J2WYSFqrz?rl=2,别光看着应届生，往届生没工作的也好多，我真的觉得下基层的条件可以多给应届生，毕竟他们还年轻，往届生也适当考试给点福利吧，不能一棒子打死。,23
2020-05-21,https://weibo.cn/comment/hot/J2WYSFqrz?rl=2,吉大学子来看老书记了,10
2020-05-21,https://weibo.cn/comment/hot/J2WYSFqrz?rl=2,不存在的，中国缺啥都不缺人，哪个老板都不是傻子，谁都会算账，老板只看利益，怎么样对自己有利。除非特定岗位，特殊工种，否则根本不存在哪个工作非你不可，谁都不是不可被替代的。,5
2020-05-20,https://weibo.cn/comment/hot/J2NAzo1nc?rl=2,最大的诈骗案#网信理财诈骗750亿#  17万老百姓受害啊！！为什么还没有立案？？？#张振新诈死英国# 网信良退谁信？？@公安部刑侦局 @平安北京,451
None,https://weibo.cn/comment/hot/J2NAzo1nc?rl=2,P2P金融难民求关注,None
2020-05-20,https://weibo.cn/comment/hot/J2NAzo1nc?rl=2,恳请政府为17万受害者主持公道。 #网信#有预谋有计划的骗取了17万出借人750亿。至今11个月多了，没有任何进展。,155
2020-05-20,https://weibo.cn/comment/hot/J2NAzo1nc?rl=2,: 因为相信所以选择。#网信理财#国家标杆写进党校教材，荣誉光环背书站台一堆；CEO#盛佳#随出访英国，央视新闻专访，可如今实控人#张振新诈死#英国，高管离岗潜逃，平台逾期十个多月不还款不出兑付方案，资产却在一直转移，要求北京立案的诉求被推诿踢球。如果连政府都不为受害人主持公道还能相信谁？,124
2020-05-20,https://weibo.cn/comment/hot/J2NAzo1nc?rl=2,关注P2P难民,101
2020-05-20,https://weibo.cn/comment/hot/J2NAzo1nc?rl=2,网信诈骗750亿，金融难民求两会代表关注，为民申冤，速速立案，追缴赃款，为民做主！网信,47
2020-05-20,https://weibo.cn/comment/hot/J2NAzo1nc?rl=2,因为相信所以选择。#网信理财#国家标杆写进党校教材，荣誉光环背书站台一堆；CEO#盛佳#随出访英国，央视新闻专访，可如今实控人#张振新诈死#英国，高管离岗潜逃，平台逾期十个多月不还款不出兑付方案，资产却在一直转移，要求北京立案的诉求被推诿踢球。如果连政府都不为受害人主持公道还能相信谁？！,583
2020-05-20,https://weibo.cn/comment/hot/J2NAzo1nc?rl=2,请彻查互联网金融诈骗，尤其是网信理财诈骗17万家庭750亿！,385
None,https://weibo.cn/comment/hot/J2NAzo1nc?rl=2,#网信理财诈骗750亿#十几万受害人倾家荡产，为何一年了还不立案,None
2020-05-20,https://weibo.cn/comment/hot/J2NAzo1nc?rl=2,国家金融创新失败，为何百姓买单？多少政府背书高官站台的互金平台披着合法外衣做着诈骗勾当！比如#网信理财诈骗750亿#！全国 金融创新3.2亿老百姓带来了毁灭性的灾难，钱是一方面，信仰是一方面，对生活失去了信心，对法律失去了信任，请针对p2p恶意收割等违法犯罪事件给予严惩，还老百姓公平正义❗,346
2020-05-19,https://weibo.cn/comment/hot/J2FsajLLM?rl=2,我西屋美国退出地球吧，冲向宇宙，浩瀚的宇宙适合美国,249
2020-05-19,https://weibo.cn/comment/hot/J2FsajLLM?rl=2,这是一场没有硝烟的战争。,2
None,https://weibo.cn/comment/hot/J2FsajLLM?rl=2,最好是退出地球，地球已经不适合他们生存老,None
2020-05-19,https://weibo.cn/comment/hot/J2FsajLLM?rl=2,@美国驻华大使馆 让你主子出来挨打,61
2020-05-19,https://weibo.cn/comment/hot/J2FsajLLM?rl=2,羟氯喹吃多了吧,58
2020-05-19,https://weibo.cn/comment/hot/J2FsajLLM?rl=2,美国你还是管好自己的事吧，一枝毒秀的感觉可还好？,34
2020-05-19,https://weibo.cn/comment/hot/J2FsajLLM?rl=2,现在的中国已经不会在受人欺负了！因自己是中国人而骄傲！🇨🇳🇨🇳🇨🇳,27
2020-05-19,https://weibo.cn/comment/hot/J2FsajLLM?rl=2,无论如何川普你再牛B 也退不出地球的,15
2020-05-19,https://weibo.cn/comment/hot/J2FsajLLM?rl=2,每次都能让我更加困惑，他怎么当上总统的？,23
None,https://weibo.cn/comment/hot/J2FVku2rb?rl=2,别的不说 港独biss,None
2020-05-19,https://weibo.cn/comment/hot/J2FVku2rb?rl=2,废青该死 坐牢是他们唯一的出路,998
2020-05-19,https://weibo.cn/comment/hot/J2FVku2rb?rl=2,全国失业率也高,669
2020-05-19,https://weibo.cn/comment/hot/J2FVku2rb?rl=2,我想之后这几年除了工作，内地也不会有什么人去香港了吧。。。,183
2020-05-19,https://weibo.cn/comment/hot/J2FVku2rb?rl=2,大陆也不低，还有没报失业的呢,404
2020-05-19,https://weibo.cn/comment/hot/J2FVku2rb?rl=2,香港变成如今的局面完全是教育的问题 根源在教育 根坏了就彻底没救了,225
None,https://weibo.cn/comment/hot/J2FVku2rb?rl=2,香港曾经的辉煌不再了，这也得怪他们自己啊,None
None,https://weibo.cn/comment/hot/J2FVku2rb?rl=2,美国的失业率达到了86.9%了都,None
2020-05-19,https://weibo.cn/comment/hot/J2FVku2rb?rl=2,别的不说，港片就已经没落了，辉煌年代不再,45
None,https://weibo.cn/comment/hot/J2FVku2rb?rl=2,都是因为废青和李嘉诚，吸血,None
None,https://weibo.cn/comment/hot/J2Geg8fDM?rl=2,用音乐见证你们的爱,None
2020-05-19,https://weibo.cn/comment/hot/J2Geg8fDM?rl=2,“始终没学会的浪漫，变成了一蔬一饭”，祝福每一对新人！祝愿新人的生活，每天都充满着一蔬一饭的小浪漫❤#一而再再而三地喜欢你#,502
2020-05-19,https://weibo.cn/comment/hot/J2Geg8fDM?rl=2,生活中的浪漫，是收藏在一蔬一饭，和悠淡的日子中。祝愿新人们望尽风景，携手白头。李宇春《#一而再再而三地喜欢你# 》,457
2020-05-19,https://weibo.cn/comment/hot/J2Geg8fDM?rl=2,期待《给你们》，一定是特别的缘分♬♩♫♪,473
2020-05-19,https://weibo.cn/comment/hot/J2Geg8fDM?rl=2,官方狗粮，最为致命,186
None,https://weibo.cn/comment/hot/J2Geg8fDM?rl=2,唱《给你们》最完美的祝福,None
None,https://weibo.cn/comment/hot/J2Geg8fDM?rl=2,《给你们》最完美的祝福,None
None,https://weibo.cn/comment/hot/J2Geg8fDM?rl=2,《一而再再而三地喜欢你》主题曲太甜啦,None
2020-05-19,https://weibo.cn/comment/hot/J2Geg8fDM?rl=2,恳请纪检部门调查金融局局长霍学文，充当#网信理财诈骗750亿#  事件保护伞，捂着事件11个月不立案不还钱，空壳企业借款证据确凿，然而至今诈骗仍然犯逍遥法外，受害百姓却倾家荡产一贫如洗，试问正义何时才会到来？法治何在？天理何在？望各部门和北京经侦能担起职责，立刻对网信进行立案调查！,46
None,https://weibo.cn/comment/hot/J2Kn5mb45?rl=2,都说美国是离天堂最近的国家，这回我真的信了,None
None,https://weibo.cn/comment/hot/J2Kn5mb45?rl=2,老弱病残都死差不多了，其他人群体免疫成功，可以开工了！美国做得正确，某国或成最大输家,None
2020-05-20,https://weibo.cn/comment/hot/J2Kn5mb45?rl=2,“特没谱”，爱钱不顾命，可怜美国人！ 🙏,3
2020-05-20,https://weibo.cn/comment/hot/J2Kn5mb45?rl=2,不知孰重孰轻，一步步引入死亡。,1
2020-05-20,https://weibo.cn/comment/hot/J2Kn5mb45?rl=2,数字的背后是一个个普通家庭的支离破碎，美政政客府的荒唐愚蠢不应该由无辜的老百姓来买单！一个国家的强大与否，不是看你有多少航母，有多少先进战斗机，有多少核导弹，而是看你对待生命和弱势群体的态度。,132
2020-05-20,https://weibo.cn/comment/hot/J2Kn5mb45?rl=2,美国人是地球上凶狠的狼，它们的本性是不会改变的，中国人任何时候都不能有侥幸的心灵，保持清醒的头脑，时刻提高警惕，与它们永远做不了明友！,108
2020-05-20,https://weibo.cn/comment/hot/J2Kn5mb45?rl=2,特郎普：我嘴上不说，但我心里很高兴，慢慢地、偷偷地实现了群体免疫，去除社会累赘，让美国社会年轻化，实现让美国再次伟大，若干年以后，所有的美国人都会感激我的，关于这一点，你们不懂得，只有我懂！,73
2020-05-20,https://weibo.cn/comment/hot/J2Kn5mb45?rl=2,川普是越来越放飞自我了,37
2020-05-20,https://weibo.cn/comment/hot/J2Kn5mb45?rl=2,只要特朗普还没被感染 他就觉得美国的疫情还不算严重 他觉得疫情已经被控制住了,42
2020-05-20,https://weibo.cn/comment/hot/J2KKLhon2?rl=2,网络暴力真的该管下了,8265
2020-05-20,https://weibo.cn/comment/hot/J2KKLhon2?rl=2,刑事责任的年龄可以降低嘛？？,6056
2020-05-20,https://weibo.cn/comment/hot/J2KKLhon2?rl=2,想看台湾和香港的安排！,4394
2020-05-20,https://weibo.cn/comment/hot/J2KKLhon2?rl=2,有人提提网络实名制,4590
2020-05-20,https://weibo.cn/comment/hot/J2KKLhon2?rl=2,未成年人保护法，应该改进一下了,4110
2020-05-20,https://weibo.cn/comment/hot/J2KKLhon2?rl=2,支持开展房地产税，推动直接税的税附，希望我们建立人民币的立法权。尽快出清以房地产为资本的泡沫。当前以房地产为目的新基建在有些地方盲目的扩张中。对土地的占用和环境破坏很大。希望领导多实地考察一下。,2855
2020-05-20,https://weibo.cn/comment/hot/J2KKLhon2?rl=2,互联网风气真的要好好改善一下了。,2479
None,https://weibo.cn/comment/hot/J2KKLhon2?rl=2,P2P金融难民求关注,None
2020-05-20,https://weibo.cn/comment/hot/J2KKLhon2?rl=2,网络暴力值得重视，带节奏煽动网暴恶意营销号，严重扰乱社会秩序，已经蔓延到现实生活中了。接到复杂成分的群体伪装某粉丝恶意骚扰举报，伪装热心市民恶意举报的电话和邮件的国家相关机构应该接收到很多也感受到了网暴咄咄逼人的可怕！！！@人民日报,1782
2020-05-20,https://weibo.cn/comment/hot/J2LL09mgB?rl=2,这才是520真正的含义,1002
2020-05-20,https://weibo.cn/comment/hot/J2LL09mgB?rl=2,是我手机的问题吗？怎么没声音,521
None,https://weibo.cn/comment/hot/J2LL09mgB?rl=2,祝福你们！你们的爱情太让人感动了,None
2020-05-20,https://weibo.cn/comment/hot/J2LL09mgB?rl=2,神马都是浮云！,7
None,https://weibo.cn/comment/hot/J2LL09mgB?rl=2,恭喜，新婚快乐,None
2020-05-20,https://weibo.cn/comment/hot/J2LL09mgB?rl=2,㊗️福新人守得云开见月明！,185
None,https://weibo.cn/comment/hot/J2LL09mgB?rl=2,一起祝福新人 百年好合,None
2020-05-20,https://weibo.cn/comment/hot/J2LL09mgB?rl=2,恭喜啊 沾沾喜气[給你小心心][愛你],98
None,https://weibo.cn/comment/hot/J2LL09mgB?rl=2,祝福新人～520快乐～,None
2020-05-20,https://weibo.cn/comment/hot/J2LL09mgB?rl=2,两姓联姻，一堂缔约，良缘永结，匹配同称。看此日桃花灼灼，宜室宜家，卜他年瓜瓞绵绵，尔昌尔炽。谨以白头之约，书向鸿笺，好将红叶之盟，载明鸳谱。,82
2020-05-20,https://weibo.cn/comment/hot/J2LNsD69d?rl=2,蔡英文,1
2020-05-20,https://weibo.cn/comment/hot/J2LNsD69d?rl=2,这不是华少吗,212
None,https://weibo.cn/comment/hot/J2LNsD69d?rl=2,新婚快乐，一直幸福美满,None
2020-05-20,https://weibo.cn/comment/hot/J2LNsD69d?rl=2,华少好意思吗,79
2020-05-20,https://weibo.cn/comment/hot/J2LNsD69d?rl=2,听不到华少的声音，影响观感,58
2020-05-20,https://weibo.cn/comment/hot/J2LNsD69d?rl=2,发福了呀华少,31
2020-05-20,https://weibo.cn/comment/hot/J2LNsD69d?rl=2,520这个特殊的日子，㊗️福民警李桐，新娘护士潘新婚快乐！,23
None,https://weibo.cn/comment/hot/J2LNsD69d?rl=2,战疫归来，相爱的人走到一起，我们一起见证百对战疫新人的幸福时刻。祝福新人，百年好合,None
None,https://weibo.cn/comment/hot/J2LNsD69d?rl=2,华少还有脸主持,None
None,https://weibo.cn/comment/hot/J2LR4zwpA?rl=2,也祝您老人家健康长寿,None
None,https://weibo.cn/comment/hot/J2LR4zwpA?rl=2,黄老，您为中国海军做的事业奠定了中国的国防未来,None
None,https://weibo.cn/comment/hot/J2LR4zwpA?rl=2,黄院士注意身体健康,None
None,https://weibo.cn/comment/hot/J2LR4zwpA?rl=2,太有面子啦,None
None,https://weibo.cn/comment/hot/J2LR4zwpA?rl=2,520的意义～最好的祝福,None
None,https://weibo.cn/comment/hot/J2LR4zwpA?rl=2,最强证婚人,None
2020-05-20,https://weibo.cn/comment/hot/J2LR4zwpA?rl=2,最好的证婚人,39
2020-05-20,https://weibo.cn/comment/hot/J2LR4zwpA?rl=2,我们的老先生，黄旭华，正是有这样一批一批的爱国，默默奉献的科技工作者，才有我们如今的社会，向老先生敬礼！！,26
None,https://weibo.cn/comment/hot/J2LR4zwpA?rl=2,黄院士注意身体健康,None
2020-05-20,https://weibo.cn/comment/hot/J2LR4zwpA?rl=2,他们值得！祝福他们！一辈子幸福！,7
None,https://weibo.cn/comment/hot/J2MRng74p?rl=2,准备接受社会的毒打吧,None
2020-05-20,https://weibo.cn/comment/hot/J2MRng74p?rl=2,感觉这届毕业生挺遗憾的吧？,699
None,https://weibo.cn/comment/hot/J2MRng74p?rl=2,我要毕业了。没有散伙饭，没有毕业典礼，没有学士服，没有毕业照。我的毕业旅行也没了。,None
2020-05-20,https://weibo.cn/comment/hot/J2MRng74p?rl=2,今年我们没有毕业照 说好的这学期去吃的好吃的也没有吃，说好的毕业旅游也只是个梦，遗憾，真的很遗憾,363
None,https://weibo.cn/comment/hot/J2MRng74p?rl=2,愿你历尽千帆，归来仍是少年,None
None,https://weibo.cn/comment/hot/J2MRng74p?rl=2,青春真好,None
None,https://weibo.cn/comment/hot/J2MRng74p?rl=2,以后是不是可以拥有这样一张请假条了,None
None,https://weibo.cn/comment/hot/J2MRng74p?rl=2,记忆里最深的就是毕业前有次我们一块坐着公交车回学校，她在前面坐着，马尾的背影，让我觉得烦躁的夏日都有丝丝凉爽，记忆尤深～  那时候真是漂亮温柔可爱，如今…… 唉～ 不说了，我要刷碗去了，顺便想想今晚买啥菜,None
2020-05-20,https://weibo.cn/comment/hot/J2MRng74p?rl=2,想念学生时代,96
2020-05-19,https://weibo.cn/comment/hot/J2F76chgl?rl=2,美国需要另外一张纸,241
None,https://weibo.cn/comment/hot/J2F76chgl?rl=2,单看大图以为就美国有呢,None
None,https://weibo.cn/comment/hot/J2F76chgl?rl=2,超疾大国，一超多强。,None
2020-05-19,https://weibo.cn/comment/hot/J2F76chgl?rl=2,图太小除了美国看不到别人了！,32
None,https://weibo.cn/comment/hot/J2F76chgl?rl=2,美国一骑绝尘 啥都第一,None
2020-05-19,https://weibo.cn/comment/hot/J2F76chgl?rl=2,不打开来还以为是只有美国！,21
2020-05-19,https://weibo.cn/comment/hot/J2F76chgl?rl=2,美国不是一个维度的存在,17
2020-05-19,https://weibo.cn/comment/hot/J2F76chgl?rl=2,都快点好起来吧🙏国内很多企业受疫情影响都无法正常开工，很多人面临失业……🙏,18
2020-05-19,https://weibo.cn/comment/hot/J2F76chgl?rl=2,第一眼只看到了美国,11
None,https://weibo.cn/comment/hot/J2C96s9VF?rl=2,已经好多人都不戴口罩了,None
2020-05-19,https://weibo.cn/comment/hot/J2C96s9VF?rl=2,就是不可以摘口罩啊,8581
None,https://weibo.cn/comment/hot/J2C96s9VF?rl=2,可不可以戴口罩吃雪糕啊,None
2020-05-19,https://weibo.cn/comment/hot/J2C96s9VF?rl=2,室内还好，就是室外工作者会很难受了,4692
None,https://weibo.cn/comment/hot/J2C96s9VF?rl=2,提醒: 戴口罩别运动,None
2020-05-19,https://weibo.cn/comment/hot/J2C96s9VF?rl=2,是跟开空调盖被子一个道理的嘛,2820
None,https://weibo.cn/comment/hot/J2C96s9VF?rl=2,我们学校都没空调怎么开,None
2020-05-19,https://weibo.cn/comment/hot/J2C96s9VF?rl=2,开空调戴口罩，完全没问题！🤗,459
None,https://weibo.cn/comment/hot/J2C96s9VF?rl=2,哈哈哈这个昨天就知道了，昨天一直在淘宝直播蹲张文宏医生，原来是可以开空调的，不美好的是还要戴口罩,None
2020-05-19,https://weibo.cn/comment/hot/J2C96s9VF?rl=2,张医生昨天在阿里健康的直播不止是说的精彩，评论也是非常精彩啊😂,331
2020-05-19,https://weibo.cn/comment/hot/J2BXm3kpr?rl=2,不要再掩耳盗铃 停止甩锅 专注抗疫,73
2020-05-19,https://weibo.cn/comment/hot/J2BXm3kpr?rl=2,美国真的是丧心病狂穷凶极恶了，继续甩锅、造谣、污蔑、诋毁、攻击我们国家。我帮不上什么，但所有言论都会是支持祖国的，希望国内的舆论都是为国发声的，从每个人做起，团结就是力量，加油我爱的祖国，我相信你。,59
2020-05-19,https://weibo.cn/comment/hot/J2BXm3kpr?rl=2,共同抗疫，世界加油！,31
2020-05-19,https://weibo.cn/comment/hot/J2BXm3kpr?rl=2,全球战疫，人类之间没有你输我赢,25
2020-05-19,https://weibo.cn/comment/hot/J2BXm3kpr?rl=2,美国控制不住自己国内的疫情就开始乱甩锅了嘛……为啥不能好好的努力对付病毒啊？毕竟人类的敌人是病毒，再甩锅也救不了命啊,24
2020-05-19,https://weibo.cn/comment/hot/J2BXm3kpr?rl=2,只有心虚的人才会甩锅给别人。,22
None,https://weibo.cn/comment/hot/J2BXm3kpr?rl=2,没有输赢只有共赢,None
2020-05-19,https://weibo.cn/comment/hot/J2BXm3kpr?rl=2,全世界加油！一定可以战胜病毒！,19
2020-05-19,https://weibo.cn/comment/hot/J2BXm3kpr?rl=2,"甩锅最后还不是打脸,不疼么",16
2020-05-19,https://weibo.cn/comment/hot/J2BXm3kpr?rl=2,奉劝美国停止以政某私，善良一点,14
None,https://weibo.cn/comment/hot/J2CcUfzTK?rl=2,这次一点也不酸,None
2020-05-19,https://weibo.cn/comment/hot/J2CcUfzTK?rl=2,一定要幸福哦！,5885
2020-05-19,https://weibo.cn/comment/hot/J2CcUfzTK?rl=2,指尖缠绕心头眷恋 始终没学会的浪漫 变成了一蔬一饭❤️❤️❤️,4297
None,https://weibo.cn/comment/hot/J2CcUfzTK?rl=2,一而再再而三地喜欢你，祝福,None
None,https://weibo.cn/comment/hot/J2CcUfzTK?rl=2,别样爱情更耐寻，最是胜却人间无数。祝福百对战疫新人,None
2020-05-19,https://weibo.cn/comment/hot/J2CcUfzTK?rl=2,日子过得悠悠淡淡，《#一而再再而三地喜欢你# 》。那些最盛大的浪漫，就隐藏在最寻常的小事里。和主题曲唱作人@李宇春 一起，祝福战疫新人携手余生，望尽风景，一蔬一饭，皆是浪漫。,2066
2020-05-19,https://weibo.cn/comment/hot/J2CcUfzTK?rl=2,李宇春的《一而再再而三地喜欢你》太合适了！,2018
2020-05-19,https://weibo.cn/comment/hot/J2CcUfzTK?rl=2,这口狗粮吃的我超开心！要幸福啊！#一而再再而三地喜欢你[音乐]#,1699
None,https://weibo.cn/comment/hot/J2CcUfzTK?rl=2,愿你们与相爱之人携手余生，望尽风景，一蔬一饭皆是浪漫。,None
2020-05-19,https://weibo.cn/comment/hot/J2CcUfzTK?rl=2,最美的爱情 祝福新人们永远幸福！,1364
None,https://weibo.cn/comment/hot/J2CsypRmu?rl=2,来我们洛阳吧 龙门石窟 感受古城神都的风采,None
2020-05-19,https://weibo.cn/comment/hot/J2CsypRmu?rl=2,江苏占了一页，nb,868
None,https://weibo.cn/comment/hot/J2CsypRmu?rl=2,来我们安徽吧，一品黄山，天高云淡,None
2020-05-19,https://weibo.cn/comment/hot/J2CsypRmu?rl=2,江苏好多啊。庆幸我在无锡，无锡的都去过了哈哈哈,11
None,https://weibo.cn/comment/hot/J2CsypRmu?rl=2,都想去,None
None,https://weibo.cn/comment/hot/J2CsypRmu?rl=2,好想去江苏啊,None
None,https://weibo.cn/comment/hot/J2CsypRmu?rl=2,欢迎来江西玩呀～,None
None,https://weibo.cn/comment/hot/J2CsypRmu?rl=2,欢迎大家来南京游玩呀,None
2020-05-19,https://weibo.cn/comment/hot/J2CsypRmu?rl=2,欢迎大家来贵州玩哟!,176
None,https://weibo.cn/comment/hot/J2CsypRmu?rl=2,欢迎大家来我们大山东玩耍哦,None
2020-05-19,https://weibo.cn/comment/hot/J2CSPpGgT?rl=2,要不，住宿费先了解一下？,27915
None,https://weibo.cn/comment/hot/J2CSPpGgT?rl=2,山东教育部了解下~能跟中央对着干的强横玩意,None
2020-05-19,https://weibo.cn/comment/hot/J2CSPpGgT?rl=2,请问低风险地区的大学一直封校到暑假合理吗,6025
2020-05-19,https://weibo.cn/comment/hot/J2CSPpGgT?rl=2,看看山东高校非毕业年级吧，要是全校都返校，挤得水泄不通，就这核验也能过,4848
2020-05-19,https://weibo.cn/comment/hot/J2CSPpGgT?rl=2,山东的必须要查，太特么的形式主义了，说的提前10天搞突袭，还自备口罩温度计🌡️,4514
2020-05-19,https://weibo.cn/comment/hot/J2CSPpGgT?rl=2,现在很多防疫点都是走形式。按一下体温枪就挥手让你进去，走远一点就能听到“测量错误”...流于形式了,3287
None,https://weibo.cn/comment/hot/J2CSPpGgT?rl=2,感觉来自山东的举报有480条,None
2020-05-19,https://weibo.cn/comment/hot/J2CSPpGgT?rl=2,山东的高中，全是应付的，温度必须填，大家温度都聚标准，毕竟不填你就上不了学就落下，而且老师也催,3007
None,https://weibo.cn/comment/hot/J2CSPpGgT?rl=2,山东要上天,None
None,https://weibo.cn/comment/hot/J2Eakfr8E?rl=2,顶你，山东非毕业年级学生表示开学开的太急促了，我都没准备好，这些都不是重要的，山东教育厅竟然无视我们学生的诉求,None
2020-05-19,https://weibo.cn/comment/hot/J2Eakfr8E?rl=2,今生不悔入华夏，中国加油🇨🇳🇨🇳,4
2020-05-19,https://weibo.cn/comment/hot/J2Eakfr8E?rl=2,希望疫情早日结束,2
2020-05-19,https://weibo.cn/comment/hot/J2Eakfr8E?rl=2,快查山东啊高中明天开学了,11
2020-05-19,https://weibo.cn/comment/hot/J2Eakfr8E?rl=2,加油中国！这场战役胜利一定属于我们！,3
2020-05-19,https://weibo.cn/comment/hot/J2Eakfr8E?rl=2,希望疫情早日结束,2
2020-05-19,https://weibo.cn/comment/hot/J2Eakfr8E?rl=2,来啦来啦！,2
None,https://weibo.cn/comment/hot/J2Eakfr8E?rl=2,希望疫情早日结束,None
2020-05-19,https://weibo.cn/comment/hot/J2EfPgu2I?rl=2,海外党就老实在外面呆着吧，不给自己和国家添麻烦就是帮忙,154
2020-05-19,https://weibo.cn/comment/hot/J2EfPgu2I?rl=2,继续严防严控吧,62
2020-05-19,https://weibo.cn/comment/hot/J2EfPgu2I?rl=2,境外输入能不能重点控制，住在机场附近的我瑟瑟发抖,41
2020-05-19,https://weibo.cn/comment/hot/J2EfPgu2I?rl=2,严防输入，坚持防控！,25
2020-05-19,https://weibo.cn/comment/hot/J2EfPgu2I?rl=2,全国疫情形势总体稳定，但#全国外防输入压力持续加大。,20
None,https://weibo.cn/comment/hot/J2EfPgu2I?rl=2,一定要严防严控！不能掉以轻心！,None
2020-05-19,https://weibo.cn/comment/hot/J2EfPgu2I?rl=2,防控防控防控,12
2020-05-19,https://weibo.cn/comment/hot/J2EfPgu2I?rl=2,有反弹就要追责！,12
2020-05-19,https://weibo.cn/comment/hot/J2EfPgu2I?rl=2,严格防空,7
2020-05-19,https://weibo.cn/comment/hot/J2EfPgu2I?rl=2,坚决加强对外来人员的严控，将病毒与我们进行有效的隔离,10
2020-05-19,https://weibo.cn/comment/hot/J2EyKnctZ?rl=2,湖北高校呢，30个省都公布了，具体的给个通知啊，真就顶不住了。,26
None,https://weibo.cn/comment/hot/J2EyKnctZ?rl=2,加油呀！疫情快些过去！要不返校的生活属实有点难过,None
None,https://weibo.cn/comment/hot/J2EyKnctZ?rl=2,那么湖北的大学啥时候开学呢,None
2020-05-19,https://weibo.cn/comment/hot/J2EyKnctZ?rl=2,能不能让教育厅开一场，开不开学吱一声啊,5
2020-05-19,https://weibo.cn/comment/hot/J2EyKnctZ?rl=2,什么时候能开学呢,3
2020-05-19,https://weibo.cn/comment/hot/J2EyKnctZ?rl=2,高校啥时候开学呢 可以旅游了,4
2020-05-19,https://weibo.cn/comment/hot/J2EyKnctZ?rl=2,好想尽快结束，湖北的学生什么时候可以去学院呢,3
None,https://weibo.cn/comment/hot/J2EyKnctZ?rl=2,我想开学,None
2020-05-19,https://weibo.cn/comment/hot/J2EyKnctZ?rl=2,旅游业从业者 都去卖头盔了,3
2020-05-19,https://weibo.cn/comment/hot/J2EyKnctZ?rl=2,加油,2
None,https://weibo.cn/comment/hot/J2ETRpJ9Y?rl=2,还是要靠家长监管，不能全靠平台退款。,None
2020-05-19,https://weibo.cn/comment/hot/J2ETRpJ9Y?rl=2,怎么分辨是否真的是未成年人在打赏？,1768
None,https://weibo.cn/comment/hot/J2ETRpJ9Y?rl=2,那怎么分辨是否真的是未成年人在打赏？,None
2020-05-19,https://weibo.cn/comment/hot/J2ETRpJ9Y?rl=2,无民事行为能力/限制民事行为能力的未成年人，他们的不合理消费，其监护人是有权申请撤回的,565
2020-05-19,https://weibo.cn/comment/hot/J2ETRpJ9Y?rl=2,如何评判是未成年,504
2020-05-19,https://weibo.cn/comment/hot/J2ETRpJ9Y?rl=2,未成年人沉迷网络游戏现象广受关注，也出现了未成年人为网络游戏或网络直播平台支付较大金额用于充值、“打赏”而形成的纠纷。,451
None,https://weibo.cn/comment/hot/J2ETRpJ9Y?rl=2,支持退还，但是同时也要家长加强监管。,None
2020-05-19,https://weibo.cn/comment/hot/J2ETRpJ9Y?rl=2,强烈建议实名制，各方面多多监管。,381
None,https://weibo.cn/comment/hot/J2ETRpJ9Y?rl=2,万一有心思不好的成年人利用未成年身份,None
2020-05-19,https://weibo.cn/comment/hot/J2ARzBzI5?rl=2,湖北和台湾都有新冠，我们帮湖北，因为我们都是大陆人。台湾和印度都有新冠，我们帮台湾，因为我们都是中国人。印度和巴西都有新冠，我们帮印度，因为我们都是亚洲人。巴西和外星都有新冠，我们帮巴西，因为我们都是地球人。外星人和美国都有新冠，我们帮外星，因为外星人也是人。,8051
None,https://weibo.cn/comment/hot/J2ARzBzI5?rl=2,特朗普真是集相声、小品、脱口秀于一身的人。吹牛，不打草稿,None
2020-05-19,https://weibo.cn/comment/hot/J2ARzBzI5?rl=2,放心，美国有三亿人口呢，都复工了人家就是要打算重建美国啊，推倒重建罢了，加油😊,3715
None,https://weibo.cn/comment/hot/J2ARzBzI5?rl=2,新冠肺炎疫情让我们真正了解到了全球最无能却又最搞笑的总统,None
2020-05-19,https://weibo.cn/comment/hot/J2ARzBzI5?rl=2,特郎普：我嘴上不说，但我心里很高兴，慢慢地、偷偷地实现了群体免疫，去除社会累赘，让美国社会年轻化，实现让美国再次伟大，若干年以后，所有的美国人都会感激我的，关于这一点，你们不懂得，只有我懂！,1833
2020-05-19,https://weibo.cn/comment/hot/J2ARzBzI5?rl=2,统计方法还是需要修改，不然增长速度太快！,1366
2020-05-19,https://weibo.cn/comment/hot/J2ARzBzI5?rl=2,川普又要改口了，他刚预测死亡八万～九万不久。,662
2020-05-19,https://weibo.cn/comment/hot/J2ARzBzI5?rl=2,特：还是那句话   🙌没有人 👐比我 👌更懂 ☝️新冠病毒,484
None,https://weibo.cn/comment/hot/J2ARzBzI5?rl=2,特没谱: 我麻木了，你们那,None
