时间,标签（标题),内容,转发数,点赞数,评论数,热评链接 
2020-04-29,#2020汤尤杯推迟至10月#,【世界羽联：#2020汤尤杯推迟至10月#】当地时间29日，世界羽毛球联合会宣布，将2020年汤姆斯杯和尤伯杯比赛推迟至10月3日至11日举行。汤尤杯原定于5月16日至24日在丹麦奥胡斯举行，受新冠肺炎疫情影响，曾被推迟至8月中下旬。（总台记者徐荃乐） ,90,956,100,https://weibo.cn/comment/hot/IFAA5qlbn?rl=2
2020-04-29,#北京疫情防控级别降至二级#,4月30日零时起，#北京疫情防控级别降至二级#。戳↓#一图看懂北京最新防控措施#，扩散！ ,899,2836,927,https://weibo.cn/comment/hot/IFzTFedPF?rl=2
2020-04-29,#北京下调应急响应级别#,【#北京下调应急响应级别#】4月30日零时起，北京市疫情防控应急响应级别由一级降为二级。#北京疫情防控级别降至二级#央视新闻的微博视频 ,2918,31436,5705,https://weibo.cn/comment/hot/IFzwDq53E?rl=2
2020-04-29,#北京疫情防控工作发布会#,【直播！#北京疫情防控工作发布会#】今天下午，北京召开疫情防控例行新闻发布会，北京市政府、市交通委、市疾控中心相关负责同志介绍情况，并答记者问。关注！（总台央视记者何畅） 央视新闻的微博视频 . ,255,6460,1025,https://weibo.cn/comment/hot/IFztJsYQ6?rl=2
2020-04-29,#黄鹤楼今日恢复有限开放#,【直播！阔别近百日#黄鹤楼今日恢复有限开放#】自1月23日因疫情防控暂停开放，黄鹤楼已关闭了近100天。从今天开始，武汉黄鹤楼恢复有限开放。它的归来，也寓意一座城的重振，我们熟悉的武汉正在归来。一起来看重新开放的黄鹤楼↓（总台央视记者江凯） 央视新闻的微博视频 . ,257,2246,296,https://weibo.cn/comment/hot/IFxomCYRu?rl=2
2020-04-29,#美传染病专家称新冠病毒不会消失#,【#美传染病专家称新冠病毒不会消失#】当地时间28日，在被问及今年晚些时候是否会有第二波新冠肺炎疫情来袭时，美国首席传染病专家安东尼·福奇表示“几乎确定它还会回来”。他说，若应对不当，人们将面对一个“糟糕的秋天和冬天”。近期，美国多个传染学专家警告称，根据模型及经验，若今年出现第二波疫情，可能比第一波更加致命。（央视记者徐德智）,507,4730,632,https://weibo.cn/comment/hot/IFwiwijDH?rl=2
2020-04-28,#主播说联播#,#主播说联播#【转起提醒！五一假期，#开心游用心防#】郭志坚：五一假期，出门一定要看各地的防控政策，别出去了要隔离，回来还要隔离，那就尴尬了。去景区玩最好要预约，免得吃闭门羹。当然，也一定要做好防护！如果大家既能玩起来，疫情也能防得住，那么防控常态化和生活正常化就更近了。 http://t.cn/A6A245B7,524,2838,486,https://weibo.cn/comment/hot/IFt4Y2IMN?rl=2
2020-04-28,#俄罗斯全国放假再延至5月11日#,【#俄罗斯全国放假再延至5月11日#】今天，俄罗斯总统普京宣布，根据疫情发展形势，决定将全国放假再次延长至5月11日。普京曾于3月25日宣布3月28日至4月5日全国放假，本月初宣布延长至4月30日。截至当地时间28日10时50分，俄罗斯境内共确诊新冠肺炎93558例，约19.2万人因疑似感染在进行医学观察。（总台记者王斌 宋瑶）,184,2148,289,https://weibo.cn/comment/hot/IFsVpj04f?rl=2
2020-04-28,#商务部回应美方指责中国提供低质量试剂盒#,【#商务部回应美方指责中国提供低质量试剂盒#】27日，白宫贸易顾问纳瓦罗指责中国向美国提供低质量的新冠病毒检测试剂盒。对此，商务部发言人回应称：这一言论毫无根据，极不负责。中国目前已出口几千万人份试剂盒，尚未收到美国采购方和使用方关于质量问题的反映。我们敦促美方一些人立即停止无端指责和抹黑行径，多做有利于自身应对疫情、两国合作抗疫的事。（总台央视记者刘颖 戈晓威）,339,4169,896,https://weibo.cn/comment/hot/IFsPjjMYh?rl=2
2020-04-28,#5月6日0时起恢复全国收费公路收费#,【周知！#5月6日0时起恢复全国收费公路收费#】据交通运输部：①自5月6日0时起，经依法批准的收费公路恢复收费（含收费桥梁和隧道）。②继续落实法定免费通行政策。③保障疫情防控应急运输车辆优先便捷通行。（总台央视记者丛威娜） ,1288,5502,1268,https://weibo.cn/comment/hot/IFs452d7n?rl=2
2020-04-28,#新闻联播#,#新闻联播#【国际锐评：#背负四宗罪的蓬佩奥突破做人底线#】在美国历史上从没见过像蓬佩奥这样的国务卿，硬是把在中情局期间“撒谎、欺骗、偷窃”那一套带到美国外交场合，断崖式拉低了美国的声望。疫情发生以来，蓬佩奥变本加厉，其所作所为已经突破做人的底线。首先，蓬佩奥推动“断供”世卫组织，对全球抗疫尤其是对最不发达国家和弱势群体的疫情应对是有百害而无一利；其次，为掩盖美国政府疫情应对的不及格，蓬佩奥不断“甩锅”中国，蓄意挑动仇恨对立，一再破坏国际防疫合作的努力；第三，疫情本已对全人类造成创伤，但在蓬佩奥的推动下，美国政府继续对伊朗、古巴等国搞“极限施压”，酿成更大的人道主义灾难；第四，蓬佩奥在美国国内疫情防控上袖手旁观，置美国民众生命于不顾，一味追求政治私利。蓬佩奥的所作所为，失信于美国人民，透支美国外交信誉，为害全球抗疫合作，成为美国巨大的耻辱与不幸。 http://t.cn/A6AACEE2,4869,59721,4421,https://weibo.cn/comment/hot/IFrzjBVHl?rl=2
2020-04-28,#南部战区回应美舰非法闯我西沙领海#,【#南部战区回应美舰非法闯我西沙领海#】中国人民解放军南部战区新闻发言人李华敏大校表示，今天，美海军“巴里”号导弹驱逐舰未经中国政府允许，非法闯入我西沙领海。中国人民解放军南部战区组织海空兵力全程对美舰跟踪监视、查证识别，并予以警告驱离。我们敦促美方把精力放在本国疫情防控上，为国际抗疫多做有益的事，立即停止不利于地区安全与和平稳定的军事行动。http://t.cn/A6AAfAu2,917,29759,2210,https://weibo.cn/comment/hot/IFqYKylyZ?rl=2
2020-04-28,#中国专家晚来一点就来不及了#,【乌兹别克斯坦：#中国专家晚来一点就来不及了#】由于防护意识不足、操作不当，乌兹别克斯坦安集延州的医务人员，感染数占州患者六成以上。4月17日，中国联合工作组抵达，立刻前往当地医院，提出改建意见。医院负责人说：“我们没经验时，你们来了。如果再晚一点，我们就来不及了。”如今，当地疫情已有所缓解↓ http://t.cn/A6AAvFQ4,3328,97294,3347,https://weibo.cn/comment/hot/IFqcWxgzc?rl=2
2020-04-28,#湖北通报疫情防控最新进展#,【直播！#湖北通报疫情防控最新进展#】今日下午，湖北省政府新闻办公室召开新型冠状病毒感染的肺炎疫情防控工作新闻发布会，介绍中国#湖北自由贸易试验区#建设进展情况，并回答记者提问。关注！（总台央视记者王伟超） 央视新闻的微博视频 . ,85,1146,145,https://weibo.cn/comment/hot/IFq4q9H6e?rl=2
2020-04-28,#北京疫情防控工作发布会#,【直播！#北京疫情防控工作发布会#】今天下午，北京市政府新闻办召开疫情防控新闻发布会。#北京将发布放心餐厅相关标准#，满足居民外出就餐不断增多的需求。市商务局、昌平区政府、北京烹饪协会等有关单位将出席发布会，并答记者问。关注！（总台央视记者张伟泽 邓煜洲） 央视新闻的微博视频 . ,59,1606,187,https://weibo.cn/comment/hot/IFq2Imlwt?rl=2
2020-04-28,#若明年疫情无法结束东京奥运会将取消#,【东京奥组委主席：#若明年疫情无法结束东京奥运会将取消#】据日本媒体《日刊体育》消息：今天，东京奥组委主席森喜朗表示，到2021年夏天前，如新冠肺炎疫情无法结束，东京奥运会将取消。受疫情影响，原定于2020年举办的东京奥运会已被推迟。目前，东京奥运会定于2021年7月23日至8月8日举行。（总台记者何欣蕾）,192,1599,323,https://weibo.cn/comment/hot/IFpZkBG2c?rl=2
2020-04-28,#连续21天有新增本土确诊#,【国家卫健委：#连续21天有新增本土确诊#病例】国家卫健委新闻发言人米锋：截至4月27日，#全国连续13天无新增死亡病例#，当日治愈出院的境外输入病例为疫情发生以来最多。但连续21天有新增本土确诊病例报告，一些地方连续发生输入性关联病例和多起聚集性疫情，要继续加固防控薄弱环节，坚决阻断疫情传播，精准抓好内防反弹。 http://t.cn/A6AwuRsy,123,778,164,https://weibo.cn/comment/hot/IFpI6FFmH?rl=2
2020-04-28,#国务院联防联控机制举行新闻发布会#,【直播！#国务院联防联控机制举行新闻发布会#】今天下午，国务院联防联控机制召开新闻发布会，介绍疫情期间农业农村经济发展工作情况，请农业农村部有关司局负责人回答媒体提问。关注！（总台央视记者李雯婷） 央视新闻的微博视频 . ,93,803,86,https://weibo.cn/comment/hot/IFpEttNW6?rl=2
2020-04-28,#随手拍春天#,#随手拍春天#【直播！到辽宁鞍山景区看一看】随着气温回暖，辽宁鞍山的万亩梨花迎来盛花期，洁白的花朵如云似雾笼罩山间，春意盎然。“五一”期间迎客流高峰，鞍山各景区是否做好了疫情防控准备？游客出游，有哪些需要注意的？看↓  #开心游用心防#（总台央视记者卜晓菲） 央视新闻的微博视频 . ,200,1718,338,https://weibo.cn/comment/hot/IFpwcdTIQ?rl=2
2020-04-28,#因一句感谢而哽咽的田书记累瘦了15斤#,【#因一句感谢而哽咽的田书记累瘦了15斤#】两个月前，因一句群众感谢而落泪的田书记，被很多人记住。如今，武汉多闻社区已是无疫情小区了，但防范依然不能松懈。他自创防控三字经、走家串户了解情况……田书记说：“回想起来，我都不知道最难的时候怎么挺过来的……不惧生死、主动多做事，武汉才能快速好起来。” http://t.cn/A6AwHVT2,1589,49692,1782,https://weibo.cn/comment/hot/IFppusEa9?rl=2
2020-04-28,#全球抗疫第一线#,#全球抗疫第一线#【#美国西班牙意大利累计确诊近140万#】一图了解新冠肺炎世界疫情形势↓关注全球疫情！ ,259,1757,517,https://weibo.cn/comment/hot/IFpjbha9P?rl=2
2020-04-28,#世卫组织称新冠肺炎大流行远未结束#,【#世卫组织称新冠肺炎大流行远未结束#】当地时间27日，世卫组织总干事谭德塞表示，虽然欧洲新增新冠肺炎确诊病例数在下降，但新冠肺炎大流行远未结束。他表示，“是否会有第二波疫情取决于我们自己。如果采取正确的干预措施，可以避免其发生。世界团结非常重要。”央视新闻的微博视频 ,969,14066,1072,https://weibo.cn/comment/hot/IFmM1o9Ik?rl=2
2020-04-27,#山东援鄂护士张静静遗体火化#,【转发送送她！#山东援鄂护士张静静遗体火化#】今天上午，山东援鄂医疗队员张静静遗体在济南火化。按照疫情防控规定，经亲属商议，张静静后事处理一切从简，不举行告别仪式，不开追悼会。张静静在按规定集中隔离医学观察期满，即将返家休息时，突发心脏骤停，4月6日18时58分逝世。致敬！（总台央视记者胡洋）,3100,14473,3853,https://weibo.cn/comment/hot/IFj1zkYYG?rl=2
2020-04-27,#白岩松对话董明珠雷军#,【直播！#白岩松对话董明珠雷军#】疫情冲击如何保劳动者就业？经济重启如何保中小企业？白岩松特邀格力电器董事长兼总裁董明珠，小米集团创始人、董事长兼CEO雷军。正在直播！ 央视新闻的微博视频 . ,3386,31831,2225,https://weibo.cn/comment/hot/IFiPQck0O?rl=2
2020-04-27,#耿爽反问美方到底谁在散布虚假消息#,【#耿爽反问美方到底谁在散布虚假消息#】美媒近日曝光一份共和党参议院全国委员会向竞选机构发送的备忘录，其中竟建议候选人“积极攻击中国”来应对疫情危机。对此，外交部发言人耿爽表示，美国一些势力为什么千方百计要借疫情抹黑攻击中国，答案不言自明。美方口口声声说“中国散布虚假信息”，如果报道属实，我不禁要问：到底是谁在散布虚假消息？ http://t.cn/A6A7ELR2,3321,70691,3707,https://weibo.cn/comment/hot/IFgKStecT?rl=2
2020-04-27,#北京疫情防控工作发布会#,【直播！#北京疫情防控工作发布会#】今天，北京召开疫情防控新闻发布会。北京市文旅局、市卫健委、大兴区、丰台区教委、第十八中学相关负责同志发布解读，并答记者问。关注！（总台央视记者张景 胡亚利） 央视新闻的微博视频 . ,88,1956,250,https://weibo.cn/comment/hot/IFgCvADGE?rl=2
2020-04-27,#疫情下的动物园不寂寞#,【溜溜达达、玩泡泡！#疫情下的动物园不寂寞#】受新冠疫情影响，新加坡关闭了所有景点，动物园也没了游客，但动物们仍然玩得很开心！企鹅有整片动物园可以散步，猩猩玩起了泡泡，还有熊猫“凯凯”和“嘉嘉”，啃jio打滚巴适得很~网友：你们不想我们，我们想你们……（总台记者邓雪梅） ,520,5184,519,https://weibo.cn/comment/hot/IFgvJo3QZ?rl=2
2020-04-27,#全国现有本土病例降至100例以下#,【#全国现有本土病例降至100例以下#】国家卫健委新闻发言人米锋：4月26日，湖北首次无现有确诊和疑似病例报告，全国现有本土确诊病例降至100例以下，境外输入病例治愈出院超过1000例，疫情防控取得重要阶段性成效。尚在医学观察无症状感染者仍有近千例，要扩大检测范围，做到重点人群应检尽检。 http://t.cn/A6A7NH06,724,11150,1031,https://weibo.cn/comment/hot/IFgitlP51?rl=2
2020-04-27,#国务院联防联控机制举行新闻发布会#,【直播！#国务院联防联控机制举行新闻发布会#】今天，国务院联防联控机制召开新闻发布会，介绍依法防控境外疫情输入最新情况，国家卫生健康委、海关总署、移民局、民航局有关司局负责人回答媒体提问。关注！(总台央视记者关红妍) 央视新闻的微博视频 . ,81,783,68,https://weibo.cn/comment/hot/IFgdDpfrY?rl=2
2020-04-27,#全球抗疫第一线#,#全球抗疫第一线#【#美国西班牙意大利累计确诊超137万#】一图了解新冠肺炎世界疫情形势！点击链接→http://t.cn/A6ZMYxPP 关注全球疫情！ ,486,3304,625,https://weibo.cn/comment/hot/IFfkaaVwG?rl=2
2020-04-27,None,【迎难而上！转起！为中国企业加油！】有报告预测，受疫情影响，今年全球智能手机出货量或将继续下滑，中国手机制造产业链或将遭遇更大挑战！分享一段视频，一加创始人刘作虎和罗永浩的对谈，你会了解中国品牌的耕耘故事！积极作为，共克时艰，中国品牌一定会越来越好！ 央视新闻的微博视频 ,3111,20617,3636,https://weibo.cn/comment/hot/IFeUQvcB0?rl=2
2020-04-27,#重症救治三剑客转战黑龙江#,【#重症救治三剑客转战黑龙江#】在武汉已坚守三个多月的著名重症医学专家童朝晖、邱海波、杜斌转战黑龙江，分享武汉疫情防控经验。没有鲜花，没有水门，他们悄然离开，直奔下一个一线！愿早日凯旋！转！致敬！（总台央视记者徐平） 央视新闻的微博视频 ,2416,26623,1976,https://weibo.cn/comment/hot/IFecSzOvx?rl=2
2020-04-27,#开学#,#开学#【直播！#北京上海广东高三返校#】今日，北京、上海、广东高三学生将陆续返校复课。疫情下的校园和课堂有了怎样的变化？跟随各地记者，直击返校复课第一天！ 央视新闻的微博视频 . ,879,12220,1320,https://weibo.cn/comment/hot/IFdiTrYi2?rl=2
2020-04-26,#全球抗疫第一线#,#全球抗疫第一线#【#美国西班牙意大利累计确诊超135万#】一图了解新冠肺炎世界疫情形势！点击链接→http://t.cn/A6ZMYxPP 关注全球疫情！ ,748,13685,1766,https://weibo.cn/comment/hot/IF7PAbLzG?rl=2
2020-04-26,#北京疫情防控工作发布会#,【直播！#北京疫情防控工作发布会#】今天，北京召开疫情防控新闻发布会。北京市疾控中心、首农食品集团、一轻控股有限公司、同仁堂集团等有关单位将发布信息，并答记者问。关注！（总台央视记者王丰 于晶晶） 央视新闻的微博视频 . ,112,2849,406,https://weibo.cn/comment/hot/IF7cwE7bv?rl=2
2020-04-26,#讽刺美国共和党华春莹说瞧瞧这剧本#,【#讽刺美国共和党华春莹说瞧瞧这剧本#】据美国媒体报道，共和党参议院全国委员会向竞选机构发了长达57页的备忘录，建议共和党候选人积极攻击中国以应对疫情危机。其中说，当被问病毒传播是否是特朗普的错时，候选人要将话题转向中国…中国外交部发言人华春莹“夸赞”真是一出“好剧本”！转发！看看！http://t.cn/A6ws0RM6,961,5251,748,https://weibo.cn/comment/hot/IF6oZ18av?rl=2
2020-04-25,None,【《新闻周刊》：疫情下的“稳”与“保”】目前，世界范围内的疫情还在蔓延，粮食紧缺会不会变成一种现实？不少学生都已复课，如何保障他们的健康和安全？面对疫情对经济的巨大冲击，企业该如何渡过难关？《新闻周刊》继续关注疫情防控下的常态↓ 央视新闻的微博视频 . ,240,1922,150,https://weibo.cn/comment/hot/IF0dZwKYp?rl=2
2020-04-25,#最高法明确严禁歧视湖北籍劳动者#,【#最高法明确严禁歧视湖北籍劳动者# 支持的转起！】23日，最高人民法院召开党组会议要求：①依法严惩影响疫情防控和社会稳定的各类犯罪，妥善审理各类涉疫情案件；②严禁歧视湖北籍劳动者，坚决依法纠正个别单位拒绝招录、无故辞退湖北籍劳动者等就业歧视行为，切实维护劳动者公平就业权利。 ,2110,21448,3164,https://weibo.cn/comment/hot/IEYSCb3GJ?rl=2
2020-04-25,#北京疫情防控工作发布会#,【直播！#北京疫情防控工作发布会#】今天下午，北京召开疫情防控新闻发布会，北京佑安医院、北京天坛医院、北京地坛医院相关负责人解读新冠肺炎医疗救治工作，并答记者问。关注！ 央视新闻的微博视频 . ,105,1867,240,https://weibo.cn/comment/hot/IEXMamyez?rl=2
2020-04-25,#湖北通报疫情防控最新进展#,【直播！#湖北通报疫情防控最新进展#】今天，湖北省政府新闻办公室召开疫情防控工作新闻发布会，介绍#新冠肺炎出院患者愈后康复服务#有关工作情况，并回答记者提问。关注！（总台央视记者王伟超） 央视新闻的微博视频 . ,48,740,72,https://weibo.cn/comment/hot/IEXLdwiPq?rl=2
2020-04-25,#境外输入来源国增至50个#,【#境外输入来源国增至50个#】国家卫健委宣传司新闻发言人米锋：24日，#31省区市连续10天无新增死亡病例#，重症病例波动下降，救治效果明显。境外输入来源国增加到50个，7个省份报告了新增境外输入确诊或疑似病例，防范境外输入病例引发本土疫情任务依然艰巨，要突出重点做好精准防控，常备不懈抓好个人防护。 http://t.cn/A6wDmy23,102,948,123,https://weibo.cn/comment/hot/IEXsdp15H?rl=2
2020-04-25,#抹黑中国的蓬佩奥提到防疫物资态度大转弯#,【#抹黑中国的蓬佩奥提到防疫物资态度大转弯#】近日，美国国务卿蓬佩奥在记者会上再次抹黑中国，无端指责中国“隐瞒疫情”，并指责世卫组织。但当提到防疫物资时，他说：“感谢中国向我们提供援助！”网友：哦？看视频↓CGTN的微博视频 @CGTN ,426,5509,1486,https://weibo.cn/comment/hot/IEWs0mo9y?rl=2
2020-04-25,#纽约公交地铁84位员工死于新冠肺炎#,【美国#纽约公交地铁84位员工死于新冠肺炎#】据美国纽约大都会交通局24日证实，自新冠疫情暴发以来，纽约市的公交、地铁系统已有84名员工死于新冠肺炎。纽约大都会交通局已采取措施（如乘客不能从公交司机所在的前门上下车等），保护司乘人员。目前，#纽约州累计确诊病例超27万#，是疫情重灾区。 http://t.cn/A6wDzYQi,557,8241,694,https://weibo.cn/comment/hot/IEVDiDI5G?rl=2
2020-04-25,#英国航空增派中国航班运医疗物资#,【#英国航空增派中国航班运医疗物资#】当地时间24日，英国航空公司宣布，从5月起，往返中英的航班数将从目前的每周13架次增至每周21架次，以确保#英国每周从中国运约770吨医疗物资#，包括防护用品、呼吸机等。此前，该公司已重启因疫情暂停的中英直航，并史上首次将其所有客运航班改为货运，看视频↓（总台记者张赫） http://t.cn/A6we3zz0,2017,85489,5718,https://weibo.cn/comment/hot/IEV1FpjaP?rl=2
2020-04-25,#美国海军基德号驱逐舰暴发疫情#,【#美国海军基德号驱逐舰暴发疫情#】当地时间24日，据美国有线电视新闻网消息，美国海军“基德”号驱逐舰暴发新冠肺炎疫情，已有18人确诊。该舰被派往加勒比/东太平洋地区执行任务。报道称，海军医疗小组正在进行接触者追踪。（央视记者徐德智） ,292,3248,468,https://weibo.cn/comment/hot/IEUbHDUop?rl=2
2020-04-24,#胖妞首次出国#,【#胖妞首次出国#！#军队抗疫专家组乘运20抵达巴基斯坦#】今天，应巴基斯坦军队请求，经中央军委批准，中国人民解放军派空军飞机向巴基斯坦军队紧急援助防护服等疫情防控物资，并派出军队抗疫专家组赴巴基斯坦开展防疫工作。抗疫专家组此次乘坐的运-20运输机，为首次赴国外执行非战争军事行动。看图↓http://t.cn/A6we7M6W（总台记者崔如）,670,8956,850,https://weibo.cn/comment/hot/IERjBqnnW?rl=2
2020-04-24,#岩松帮你问#,#岩松帮你问# 【直播！非洲疫情防控，面临哪些挑战？】截至北京时间4月24日16时，南非确诊3953例，位列非洲第一。非洲疫情防控，情况如何？当地面临哪些方面的挑战？今日《新闻1+1》，白岩松特邀中国派驻非洲疾控中心疾病控制高级顾问王晓春，为您解读。关注！ 央视新闻的微博视频 . ,474,2798,293,https://weibo.cn/comment/hot/IEQwXjahX?rl=2
2020-04-24,#自制器材训练的小伙接受央视采访#,【#自制器材训练的小伙接受央视采访#：我高三了，高三没有假期[加油]】拖着轮胎练跑步，平板车轱辘当杠铃，扛着弟弟做深蹲…安徽宿州即将高考的体育生刘传贺，疫情期间一直坚持用自制器材锻炼。日复一日，装满砖头的篮子被他拉碎了，铁皮实心球也被摔成了两半。他说，体育生“冬天努努力，开春猛如虎”，要抓紧时间长成绩↓为他点赞！ http://t.cn/A6wg6Cdi,507,8289,608,https://weibo.cn/comment/hot/IEPYdu0oa?rl=2
2020-04-24,#北京今年取消高考外语口试#,【#北京今年取消高考外语口试#】记者今天从北京教育考试院获悉：为落实国家和北京市关于新冠肺炎疫情防控工作部署及要求，保障考生、考试工作人员的生命安全和身体健康，北京市今年不再举行全市统一高考外语口试，相关外语专业的录取要求由招生高校提出。高考报名期间考生缴纳的外语口试费将通过考生缴费渠道全额退还。（总台央视记者高晨源）,148,1977,377,https://weibo.cn/comment/hot/IEPm18W30?rl=2
2020-04-24,#耿爽警告蓬佩奥别想任意栽赃中国#,【#耿爽警告蓬佩奥别想任意栽赃中国#】美国国务卿蓬佩奥23日接受采访时称，中国政府可能早在去年11月就掌握了首批病例，但迟缓告诉世界上其他人。对此，中国外交部发言人耿爽表示，蓬佩奥先生不要以为自己在对外表态时，只要加上“可能”这个词就可以任意栽赃。他的这些话毫无事实依据，完全是出于嫁祸于人目的的信口开河，与当前国际社会的普遍共识更是背道而驰。无端质疑中国在疫情防控问题上的透明度，进行政治操弄，是对中国人民为防控疫情付出巨大努力和牺牲的不尊重。（总台央视记者黄惠馨 李雯婷） http://t.cn/A6wgzCcZ,5377,176620,7045,https://weibo.cn/comment/hot/IEP2CtG7w?rl=2
2020-04-24,#耿爽提醒美国得道多助失道寡助#,【#耿爽提醒美国得道多助失道寡助#】美国国务卿蓬佩奥称，美国不排除要求更换世卫组织负责人，甚至可能自此不再向世卫组织提供资金。对此，中国外交部发言人耿爽表示，美方对世卫组织的攻击、抹黑没有事实依据，施压、胁迫更是不得人心。支持世卫组织发挥作用，就能挽救更多的生命，就能阻止疫情进一步蔓延。这是绝大多数国家的共识，也是任何有良知的人应当作出的选择。（央视记者黄惠馨 李雯婷）http://t.cn/A6wdeEN1,676,12436,958,https://weibo.cn/comment/hot/IEOwqqlod?rl=2
2020-04-24,#北京疫情防控工作发布会#,【直播！#北京疫情防控工作发布会#】今天，北京市召开疫情防控新闻发布会，请北京市密云区、北京市昌平区教委、昌平实验学校等单位发布信息，并答记者问。关注！（总台央视记者张景 邓煜洲） 央视新闻的微博视频 . ,59,2013,250,https://weibo.cn/comment/hot/IEOlabj1J?rl=2
2020-04-24,#湖北通报疫情防控最新进展#,【直播！#湖北通报疫情防控最新进展#】今天，湖北省政府新闻办公室将召开新冠肺炎疫情防控工作新闻发布会，介绍疫情防控常态化下，武汉市脱贫攻坚和困难群体帮扶情况，并回答记者提问。关注！（总台央视记者王伟超） 央视新闻的微博视频 . ,53,568,77,https://weibo.cn/comment/hot/IEOkGB3o1?rl=2
2020-04-24,#全球抗疫第一线#,#全球抗疫第一线#【#美国西班牙累计确诊超108万#】一图了解新冠肺炎世界疫情形势！点击链接→http://t.cn/A6ZMYxPP 关注全球疫情！ ,292,1791,381,https://weibo.cn/comment/hot/IENIbDKhZ?rl=2
2020-04-24,#央视记者探访哈尔滨村镇防疫情况#,【直播！#央视记者探访哈尔滨村镇防疫情况#】经评估，目前#黑龙江共有8个中风险县市区#，分别是牡丹江（绥芬河市、西安区）、哈尔滨市（道外区、南岗区、道里区、阿城区、呼兰区、木兰县）。记者来到哈尔滨道里区新发镇五星村，实地探访当地疫情管控情况，关注！（总台央视记者郭晓光） http://t.cn/A6wrDtha .,706,17010,2103,https://weibo.cn/comment/hot/IEMALbe9c?rl=2
2020-04-24,#美众议院审查特朗普政府疫情应对#,【#美众议院审查特朗普政府疫情应对#】美媒报道，当地时间23日，美国国会众议院投票通过成立特别调查委员会，以审查特朗普政府对新冠疫情的应对以及经济救助计划的执行情况，包括政府对检测隔离等问题的处理、设备和医疗用品的分发等。截至美东时间23日17时41分，#美国新冠肺炎累计确诊超86万#，死亡47892例。（央视记者王逢治）,1088,19280,1684,https://weibo.cn/comment/hot/IEKQuxKaN?rl=2
2020-04-23,#岩松帮你问#,#岩松帮你问#【直播！#白岩松连线唐小平#】126例境外输入病例，26例境外输入关联病例，广州的疫情防控怎么样了？应检尽检的核酸检测又发挥了什么作用？此刻，《新闻1+1》，白岩松连线广州市卫健委党组书记、主任唐小平，解读目前广州疫情最新情况。关注！ http://t.cn/A6wBbVY1 . ,148,2732,458,https://weibo.cn/comment/hot/IEHcyqYgj?rl=2
2020-04-23,#中方向世卫组织增加现汇捐款3000万美元#,【外交部：#中方向世卫组织增加现汇捐款3000万美元#】今天，外交部发言人耿爽宣布，中方决定在前期向世卫组织捐款2000万美元现汇基础上，增加3000万美元现汇捐款，用于新冠肺炎疫情防控支持发展中国家卫生体系建设等工作。在全球抗击疫情的关键时刻，支持世卫组织就是捍卫多边主义的理念和原则，维护联合国的地位和权威。病毒是人类的共同敌人，国际社会只有团结协作，才能战而胜之。（总台央视记者黄惠馨 李雯婷）,2216,112079,10043,https://weibo.cn/comment/hot/IEEXZyTLB?rl=2
2020-04-23,#北京疫情防控工作发布会#,【直播！#北京疫情防控工作发布会#】今天，北京市召开疫情防控新闻发布会。北京市教委、北京市民政局、海淀区相关负责同志发布解读，并答记者问。关注！（总台央视记者罗子瑛） 央视新闻的微博视频 . ,79,1812,237,https://weibo.cn/comment/hot/IEEWozgt2?rl=2
2020-04-23,#广州介绍初三高三返校安排#,【直播！#广州介绍初三高三返校安排#】今天下午，广州市人民政府新闻办公室举行疫情防控新闻发布会，介绍全市教育系统初三高三学生返校安排、疫情防控及物资保障等情况，并邀请流行病学专家、疾控专家代表、中学校长代表介绍相关情况。关注！（总台央视记者张莉莉） 央视新闻的微博视频 . ,278,27618,2890,https://weibo.cn/comment/hot/IEExLuKqs?rl=2
2020-04-23,#全球抗疫第一线#,#全球抗疫第一线#【#美国西班牙意大利累计确诊超123万例#】一图了解新冠肺炎世界疫情形势！点击链接→ http://t.cn/A6ZMYxPP 关注全球疫情！ ,523,2303,365,https://weibo.cn/comment/hot/IEDO0r3kq?rl=2
2020-04-23,#武汉日记#,#武汉日记#【#武汉的德国专家告诉故乡亲人别囤厕纸#】45岁的蒂莫·巴尔茨是武汉大学的一名德国籍雷达遥感专家。疫情来袭时，他坚定地选择留在武汉，还在家和同事们线上协作完成了一篇论文。现在，巴尔茨很担心故乡的亲人，他将自己在武汉的经验传授给他们，“尽量待在家，别买厕纸。” http://t.cn/A6wue3K8,585,11589,603,https://weibo.cn/comment/hot/IEDawkpCj?rl=2
2020-04-23,#美国疫情#,#美国疫情#【#美国新冠肺炎确诊超84万例#】据约翰斯·霍普金斯大学数据，截至美东时间22日16:38，美国新冠肺炎确诊病例为842319例，死亡46399例。（央视记者 王逢治） ,35822,31424,3571,https://weibo.cn/comment/hot/IEB4e8o5b?rl=2
2020-04-22,#新闻联播#,#新闻联播#【#新闻联播评反华势力给中国泼脏水#】那些声称病毒来自实验室的人，拿不出任何科学证据，只是以讹传讹，甚至是信口雌黄。某些反华势力试图将一个严肃的科学问题转变成赤裸裸的造谣诋毁。疫情不分国界，疾病不分种族，靠打口水战救不了他们，唯有全球团结合作，才是战胜疫情的最有力武器！ http://t.cn/A6wmS0Wl,875,5219,777,https://weibo.cn/comment/hot/IEy73vVcV?rl=2
