时间,热评链接,评论内容,点赞数 
2020-06-15,https://weibo.cn/comment/hot/J6MP6Fvjh?rl=2,前方记者没戴口罩😷,4
2020-06-15,https://weibo.cn/comment/hot/J6IWEdmGk?rl=2,高校返校工作还不调整？,245
None,https://weibo.cn/comment/hot/J6IWEdmGk?rl=2,毕业生的学位证是不是可以邮寄了？,None
2020-06-15,https://weibo.cn/comment/hot/J6IWEdmGk?rl=2,7万多人检测，59阳性，为什么只有36人确诊？？？,1
2020-06-15,https://weibo.cn/comment/hot/J6IWEdmGk?rl=2,昨天北京就检测了7.7万人。辛苦了,70
2020-06-15,https://weibo.cn/comment/hot/J6IWEdmGk?rl=2,一定要控制住，防止蔓延！,43
2020-06-15,https://weibo.cn/comment/hot/J6IWEdmGk?rl=2,国家动作快，有力度，相信一定可以控制住，我们等待疫苗早日研发成功。,31
None,https://weibo.cn/comment/hot/J6IWEdmGk?rl=2,以新发地和周边地区为重点，精准防控,None
2020-06-15,https://weibo.cn/comment/hot/J6IWEdmGk?rl=2,应该的，严防严控，严格流调！,14
2020-06-15,https://weibo.cn/comment/hot/J6IWEdmGk?rl=2,严防境外境外境外境外境外境外境外,12
None,https://weibo.cn/comment/hot/J6IWEdmGk?rl=2,热干面挺过去了 烤冷面挺过去了 炸酱面加油加油 ,None
2020-06-15,https://weibo.cn/comment/hot/J6ELna4fE?rl=2,17分30秒：专家们刚到哈尔滨时，治疗重症患者没有特效药，提出用恢复期血浆，24小时里，武汉就调来几万毫升恢复期血浆，其中一个多并发症的老太太，用了2600毫升后康复了。这是非常奢侈的治疗方法，还在恢复期的病人献血，非常不容易。感谢武汉！,173
2020-06-14,https://weibo.cn/comment/hot/J6ELna4fE?rl=2,致敬英雄，太不容易了🙏❤,156
2020-06-14,https://weibo.cn/comment/hot/J6ELna4fE?rl=2,向英雄致敬，中国加油💪,64
None,https://weibo.cn/comment/hot/J6ELna4fE?rl=2,一夜白了头 武汉和湖北人民感谢所有支援的医生,None
None,https://weibo.cn/comment/hot/J6ELna4fE?rl=2,英雄辛苦了，奋战了这么久肯定是身心疲惫了,None
None,https://weibo.cn/comment/hot/J6ELna4fE?rl=2,又爱老婆又爱家又优秀又帅的男人吗,None
None,https://weibo.cn/comment/hot/J6ELna4fE?rl=2,这才是英雄，默默工作奉献自己,None
2020-06-15,https://weibo.cn/comment/hot/J6ELna4fE?rl=2,我也想成为邱老师这样的人,15
2020-06-14,https://weibo.cn/comment/hot/J6ELna4fE?rl=2,致敬那些奋斗在一线的医护人员，你们辛苦了，一定要注意安全,15
2020-06-14,https://weibo.cn/comment/hot/J6CqP9AEc?rl=2,教委呢？迫切想知道孩子怎么办！,69
2020-06-14,https://weibo.cn/comment/hot/J6CqP9AEc?rl=2,中小学都停课吧！,56
2020-06-14,https://weibo.cn/comment/hot/J6CqP9AEc?rl=2,北京市教委啥时候指导一下学校啊,336
2020-06-14,https://weibo.cn/comment/hot/J6CqP9AEc?rl=2,我今天在京打出租车，司机闲聊之前拉了一个天津海关的工作人员，他们在查从美国进口的汽车时发现有个车用笼子关了一只携带9种病菌的大老鼠，那老鼠真的很大！幸好海关检查了，不然不知道会怎样。老美真的太坏了,13
None,https://weibo.cn/comment/hot/J6CqP9AEc?rl=2,默默掏出手机，又订购了四百只口罩，5公斤酒精,None
2020-06-14,https://weibo.cn/comment/hot/J6CqP9AEc?rl=2,北京中小学啥时候停课啊,263
2020-06-14,https://weibo.cn/comment/hot/J6CqP9AEc?rl=2,大伙们，北京加油给我喊起来。,2
2020-06-14,https://weibo.cn/comment/hot/J6CqP9AEc?rl=2,大力打击物价暴涨🙋🙋🙋,1
None,https://weibo.cn/comment/hot/J6CqP9AEc?rl=2,会说停课的事吗,None
None,https://weibo.cn/comment/hot/J6EQL4lZ9?rl=2,北京加油！愿山河无恙，人间皆安,None
2020-06-15,https://weibo.cn/comment/hot/J6EQL4lZ9?rl=2,北京加油！,57
2020-06-15,https://weibo.cn/comment/hot/J6EQL4lZ9?rl=2,北京加油！！！中国加油！！！！！,34
2020-06-15,https://weibo.cn/comment/hot/J6EQL4lZ9?rl=2,病例数这几天可能会井喷…相信北京一定能守住！不让这波病毒蔓延出北京！,24
2020-06-15,https://weibo.cn/comment/hot/J6EQL4lZ9?rl=2,还是要注意防护！戴好口罩很重要！,20
2020-06-15,https://weibo.cn/comment/hot/J6EQL4lZ9?rl=2,希望如果新发地的速度去做检测，为自己也为他人！！！说实话心里确实蛮害怕的，但没有慌！！！毕竟每天都在戴口罩，也不去人多的地方！！！自己约束自己，坚持吧！！！,15
2020-06-15,https://weibo.cn/comment/hot/J6HyG6ohZ?rl=2,北京啊，一定要控制好！好担心啊！,449
2020-06-15,https://weibo.cn/comment/hot/J6HyG6ohZ?rl=2,防不胜防！防疫措施还是不可缺！！！,257
2020-06-15,https://weibo.cn/comment/hot/J6HyG6ohZ?rl=2,还是尽快找到原因，及时防控，哎,209
2020-06-15,https://weibo.cn/comment/hot/J6HyG6ohZ?rl=2,唉！愿这一切赶快好起来吧。[加油],110
None,https://weibo.cn/comment/hot/J6HyG6ohZ?rl=2,太迅速了,None
2020-06-15,https://weibo.cn/comment/hot/J6HyG6ohZ?rl=2,北京加油,55
None,https://weibo.cn/comment/hot/J6HyG6ohZ?rl=2,愿快点快点好起来🙏,None
2020-06-15,https://weibo.cn/comment/hot/J6HyG6ohZ?rl=2,北京加油,27
2020-06-15,https://weibo.cn/comment/hot/J6HyG6ohZ?rl=2,北京加油，,21
2020-06-15,https://weibo.cn/comment/hot/J6HyG6ohZ?rl=2,北京，加油！打好防疫硬仗！,18
2020-06-15,https://weibo.cn/comment/hot/J6HR8eFMo?rl=2,赶上夏天，传防疫服和戴口罩的苦,716
2020-06-15,https://weibo.cn/comment/hot/J6HR8eFMo?rl=2,热干面挺住了。炸酱面加油，早日好起来。,512
2020-06-15,https://weibo.cn/comment/hot/J6HR8eFMo?rl=2,我们村里的小商贩照常出摊，也不知道是啥政策，他们进货哪个没到过新发地,5
2020-06-15,https://weibo.cn/comment/hot/J6HR8eFMo?rl=2,严查严控，北京加油！🙏,216
2020-06-15,https://weibo.cn/comment/hot/J6HR8eFMo?rl=2,还的防，还得控，太难了,175
2020-06-15,https://weibo.cn/comment/hot/J6HR8eFMo?rl=2,现在人们防控意识提高了，还戴着口罩，加上政府采取了相关措施，一般不会像武汉那样大规模传播。有个10天半月就会平复，不用太紧张。,187
2020-06-15,https://weibo.cn/comment/hot/J6HR8eFMo?rl=2,张文宏这个人有点飘了，现在一些势力把他抬的很高！,149
2020-06-15,https://weibo.cn/comment/hot/J6HR8eFMo?rl=2,看到轻轨公交上还有人不自觉的把口罩取下来就来气！,67
2020-06-15,https://weibo.cn/comment/hot/J6HR8eFMo?rl=2,注意防护，戴好口罩，加油,44
2020-06-15,https://weibo.cn/comment/hot/J6IFWdQlN?rl=2,热干面熬过去了 豚骨拉面熬过去了 意大利面熬过去了 烤冷面也熬过去了 相信炸酱面也熬得过去,9946
2020-06-15,https://weibo.cn/comment/hot/J6IFWdQlN?rl=2,新发地四大教训：1、下调二级后，过早开放地下交易场所。2、摊位布置过于密集。3、开放市民个人零售交易且未做限流管控。4、对内对外防控措施要求完全流于形式。反思新发地的问题，北京市在复工复业中没有针对大型集贸场所作出专门的防控指导和应急安排，是一个被严重疏忽了的薄弱环节，这是个大教训。,3689
2020-06-15,https://weibo.cn/comment/hot/J6IFWdQlN?rl=2,拜托照顾照顾医护人员 安排点避暑的东西 他们太辛苦了！,1710
2020-06-15,https://weibo.cn/comment/hot/J6IFWdQlN?rl=2,高校的返校工作赶紧调整一下吧,1095
None,https://weibo.cn/comment/hot/J6IFWdQlN?rl=2,说实话呀提问环节有点形式主义,None
None,https://weibo.cn/comment/hot/J6IFWdQlN?rl=2,炸酱面小盆友，冲鸭,None
None,https://weibo.cn/comment/hot/J6IFWdQlN?rl=2,加油北京。看来疫情还有很长的路啊🙏🙏🙏,None
2020-06-15,https://weibo.cn/comment/hot/J6IFWdQlN?rl=2,为啥不马上封城？这样许多人都会想着往外跑,18
None,https://weibo.cn/comment/hot/J6IFWdQlN?rl=2,东北老铁为北京加油,None
2020-06-15,https://weibo.cn/comment/hot/J6IFWdQlN?rl=2,相信这次是突发事件，在北京的人真的很相信不会再大规模爆发，只希望最近宣传到位大家重新戴好口罩保持警觉！,346
2020-06-15,https://weibo.cn/comment/hot/J6IKNlf1V?rl=2,我觉得可以有必要停止上课了……,460
None,https://weibo.cn/comment/hot/J6IKNlf1V?rl=2,建议大学生暂时先不要返校了啊,None
2020-06-15,https://weibo.cn/comment/hot/J6IKNlf1V?rl=2,我感觉这几天不应该是现在的要求，而是一种常态要求,177
2020-06-15,https://weibo.cn/comment/hot/J6IKNlf1V?rl=2,停课吧 求求了 老师戴口罩讲课真的要憋死 学生戴口罩也很不容易 中午吃饭要摘口罩 太危险了🙏🙏🙏,165
2020-06-15,https://weibo.cn/comment/hot/J6IKNlf1V?rl=2,毕业生还返校吗（尚未返校的那批）,76
2020-06-15,https://weibo.cn/comment/hot/J6IKNlf1V?rl=2,大学毕业生还要返校么,57
2020-06-15,https://weibo.cn/comment/hot/J6IKNlf1V?rl=2,停课吧,79
2020-06-15,https://weibo.cn/comment/hot/J6IKNlf1V?rl=2,严查严检！严防严控！,41
None,https://weibo.cn/comment/hot/J6IKNlf1V?rl=2,毕业生返校怎么办啊,None
2020-06-15,https://weibo.cn/comment/hot/J6IKNlf1V?rl=2,今年学生太难了，家长更不容易,36
2020-06-14,https://weibo.cn/comment/hot/J6yJDbZdL?rl=2,昨天不是45个咽拭子阳性吗？,762
2020-06-14,https://weibo.cn/comment/hot/J6yJDbZdL?rl=2,希望疫情不要反弹啊，严防严控💪🏻！！,824
2020-06-14,https://weibo.cn/comment/hot/J6yJDbZdL?rl=2,#北京新增36例新冠肺炎确诊病例# 我没看错吧？36？大家别出门乱跑了。。。,585
2020-06-14,https://weibo.cn/comment/hot/J6yJDbZdL?rl=2,？？？？？？？,176
2020-06-14,https://weibo.cn/comment/hot/J6yJDbZdL?rl=2,天呐，一下这么多了。。。,463
2020-06-14,https://weibo.cn/comment/hot/J6yJDbZdL?rl=2,疫情未解除，大家不要掉以轻心!,366
None,https://weibo.cn/comment/hot/J6yJDbZdL?rl=2,36是不是有点多呀，毕竟北京两会期间防控做的那么好，是哪个环节出了问题,None
2020-06-14,https://weibo.cn/comment/hot/J6yJDbZdL?rl=2,现在摘口罩太危险，大街上好多人不戴了！根本不行……,2
2020-06-14,https://weibo.cn/comment/hot/J6yJDbZdL?rl=2,是之前46例阳性里确诊了36例吧？,135
2020-06-14,https://weibo.cn/comment/hot/J6yOu1xQ4?rl=2,17个？？？,600
None,https://weibo.cn/comment/hot/J6yOu1xQ4?rl=2,怎么又卷土重来了…加油守住呀,None
None,https://weibo.cn/comment/hot/J6yOu1xQ4?rl=2,评论有的人是憨是吗？境外输入没看到吗,None
None,https://weibo.cn/comment/hot/J6yOu1xQ4?rl=2,这个孟加拉飞过来的航班是不是该熔断几天了,None
2020-06-14,https://weibo.cn/comment/hot/J6yOu1xQ4?rl=2,我也不怕别人喷我，说一句实话，还是防护措施没有做到位，都说天气热了，个个都不带口罩，还没有到最后一步，我们都不应该松懈。,144
2020-06-14,https://weibo.cn/comment/hot/J6yOu1xQ4?rl=2,熔断吧，严防境外输入不能松懈！,96
2020-06-14,https://weibo.cn/comment/hot/J6yOu1xQ4?rl=2,我靠。。。。。。。,56
2020-06-14,https://weibo.cn/comment/hot/J6yOu1xQ4?rl=2,现在官方一直说严防境外输入病例，实际上防是防不了的，防输入病例只能采取限制人员入境的措施，但目前官方并没有这方面的打算，当下能做的并且有效的举措是严控境外输入病例。输入性病例的数量是不由我们决定的。,55
None,https://weibo.cn/comment/hot/J6yOu1xQ4?rl=2,又是孟加拉,None
2020-06-14,https://weibo.cn/comment/hot/J6yOu1xQ4?rl=2,只有一例外籍，其余都是中国籍。希望尽快康复,40
None,https://weibo.cn/comment/hot/J6zGZwT0t?rl=2,我以为是吴尊,None
None,https://weibo.cn/comment/hot/J6zGZwT0t?rl=2,这个吴尊友每次都要让我反应一下，不是吴尊，是吴尊友,None
None,https://weibo.cn/comment/hot/J6zGZwT0t?rl=2,我也以为是 吴尊,None
2020-06-14,https://weibo.cn/comment/hot/J6zGZwT0t?rl=2,请问，36人是45里面的吗？还是其他的？？？活动轨迹？？？请尽快公布！,2
2020-06-14,https://weibo.cn/comment/hot/J6zGZwT0t?rl=2,进口生鲜有很大的风险,85
2020-06-14,https://weibo.cn/comment/hot/J6zGZwT0t?rl=2,隐隐约约感觉当初华南海鲜市场是不是也可能是这样～两个都是海鲜市场,86
2020-06-14,https://weibo.cn/comment/hot/J6zGZwT0t?rl=2,追根溯源，想知道到底哪里来的,67
2020-06-14,https://weibo.cn/comment/hot/J6zGZwT0t?rl=2,鱼的来源很重要了呗。进口的吧？问题来了。,38
2020-06-14,https://weibo.cn/comment/hot/J6zNbocOn?rl=2,看来我们真的会长期处于接近于零的非零状态,718
2020-06-14,https://weibo.cn/comment/hot/J6zNbocOn?rl=2,严防严控！,209
2020-06-14,https://weibo.cn/comment/hot/J6zNbocOn?rl=2,除了初三高三，其他年级还回家上网课吧，本来也快放假了，不差这十几天,464
2020-06-14,https://weibo.cn/comment/hot/J6zNbocOn?rl=2,怎么还不开始……,2
None,https://weibo.cn/comment/hot/J6zNbocOn?rl=2,大家都先别出去了。。,None
None,https://weibo.cn/comment/hot/J6zNbocOn?rl=2,下个月就到预产期了，产检的医院也属于核酸检测机构，最近去医院还越来越频繁，希望政府为经常去医院的孕产妇提供些安全措施政策,None
2020-06-14,https://weibo.cn/comment/hot/J6zNbocOn?rl=2,是时候展现优秀的大城市管理机制了！北京资源这么丰富，专家这么多，怕什么！,133
2020-06-14,https://weibo.cn/comment/hot/J6zNbocOn?rl=2,三文鱼事件！搞事情，现在国外都成啥了。还在吃进口东西，还在卖进口东西。不怕一万就怕万一,154
2020-06-14,https://weibo.cn/comment/hot/J6zNbocOn?rl=2,大家口罩还是要带好啊,69
None,https://weibo.cn/comment/hot/J6AxBgL7T?rl=2,这个时候真的需要热搜，北京人不要乱跑,None
2020-06-14,https://weibo.cn/comment/hot/J6AxBgL7T?rl=2,北京加油,126
None,https://weibo.cn/comment/hot/J6AxBgL7T?rl=2,建议离京人员也纳入检测范围…… ,None
2020-06-14,https://weibo.cn/comment/hot/J6AxBgL7T?rl=2,北京高校学生返校给点意见好吗！我不想一回家就被集中隔离！,101
2020-06-14,https://weibo.cn/comment/hot/J6AxBgL7T?rl=2,北京加油！！！！,55
None,https://weibo.cn/comment/hot/J6AxBgL7T?rl=2,热搜不能用的时候，还是关注最管用,None
2020-06-14,https://weibo.cn/comment/hot/J6AxBgL7T?rl=2,北京加油,29
2020-06-14,https://weibo.cn/comment/hot/J6AQQFyd2?rl=2,武汉给北京加油,262
2020-06-14,https://weibo.cn/comment/hot/J6AQQFyd2?rl=2,今年疫情搞的想待农村过独院生活了,196
2020-06-14,https://weibo.cn/comment/hot/J6AQQFyd2?rl=2,一定要控制住，防止蔓延,80
2020-06-14,https://weibo.cn/comment/hot/J6AQQFyd2?rl=2,这都30多度高温了 居然还没有把病毒赶走,49
2020-06-14,https://weibo.cn/comment/hot/J6AQQFyd2?rl=2,去过新发地的记得及时上报！,52
None,https://weibo.cn/comment/hot/J6AQQFyd2?rl=2,武汉都挺过来了，北京肯定也可以的，加油,None
2020-06-14,https://weibo.cn/comment/hot/J6AQQFyd2?rl=2,北京高校毕业生停止返校还没有通知，现在学校还在按原计划安排，尽快通知给个准信吧！,32
2020-06-14,https://weibo.cn/comment/hot/J6AQQFyd2?rl=2,严防严控！严防严控！,23
2020-06-14,https://weibo.cn/comment/hot/J6AQQFyd2?rl=2,新发地事后改改名字吧，有点玄学，希望从源头遏制得住！防疫人员辛苦了！,20
2020-06-14,https://weibo.cn/comment/hot/J6AQQFyd2?rl=2,病毒发起传单来还是很快的，一定要注意别乱跑了,18
2020-06-14,https://weibo.cn/comment/hot/J6C1scbpA?rl=2,请主动去检测吧！🙏🙏🙏,3010
2020-06-14,https://weibo.cn/comment/hot/J6C1scbpA?rl=2,这周没热搜真的太耽误事儿了，一定要做好防护尽量少出门,2642
None,https://weibo.cn/comment/hot/J6C1scbpA?rl=2,就在花乡新发地，刚做完核酸检测,None
2020-06-14,https://weibo.cn/comment/hot/J6C1scbpA?rl=2,看到有些媒体发了检测医护人员照片，炎热天气穿厚厚的防护服，真的太煎熬身体也容易出现问题，可以设置简陋空调隔离间吗？人在房间手臂在外检测🙏不然太辛苦了拜托🙏🏻,727
2020-06-14,https://weibo.cn/comment/hot/J6C1scbpA?rl=2,第一个高风险区啊！,535
2020-06-14,https://weibo.cn/comment/hot/J6C1scbpA?rl=2,希望没有二次爆发🙏严防严控，应检尽检,277
2020-06-14,https://weibo.cn/comment/hot/J6C1scbpA?rl=2,天呐注意防护,130
2020-06-14,https://weibo.cn/comment/hot/J6C1scbpA?rl=2,还分的这么细吗？整个北京都应该是高风险地区,113
2020-06-14,https://weibo.cn/comment/hot/J6C1scbpA?rl=2,加油北京，稳住,81
2020-06-14,https://weibo.cn/comment/hot/J6C1scbpA?rl=2,北京加油！一定不要恐慌，去过新发地一定要上报，不要隐瞒啊！戴好口罩，不要聚集，注意防护。,58
None,https://weibo.cn/comment/hot/J6v53vMfM?rl=2,保护好自己 保护好别人,None
2020-06-13,https://weibo.cn/comment/hot/J6v53vMfM?rl=2,是这样的 前阵子吉林 长春都是这么过来的。长春一个病例 他去过的地方都有隔离措施，其它地方 人，还是该干嘛干嘛。对我家的影响就是儿童乐园憋了二十天没去,183
2020-06-13,https://weibo.cn/comment/hot/J6v53vMfM?rl=2,不要网上或现场买卖任何外国进口的东西，包括吃的和用的！,138
2020-06-13,https://weibo.cn/comment/hot/J6v53vMfM?rl=2,疫情没有结束，不要放松警惕,70
None,https://weibo.cn/comment/hot/J6v53vMfM?rl=2,保护好自己，就是保护大家,None
2020-06-13,https://weibo.cn/comment/hot/J6v53vMfM?rl=2,精准打击,28
None,https://weibo.cn/comment/hot/J6v53vMfM?rl=2,做好防护措施，戴好口罩，勤洗手,None
2020-06-14,https://weibo.cn/comment/hot/J6v53vMfM?rl=2,北京这一次如果处理得又快又好的话可以成为将来全国防控的一个范本。目前为止北京的处理可以说无可挑剔,14
None,https://weibo.cn/comment/hot/J6v53vMfM?rl=2,疫情防控常态化，继续做好个人防护！,None
None,https://weibo.cn/comment/hot/J6u97wuqw?rl=2,一个小时之内到达,None
2020-06-13,https://weibo.cn/comment/hot/J6u97wuqw?rl=2,1个小时都错了，办公室旁边再立块牌子就行了,334
2020-06-13,https://weibo.cn/comment/hot/J6u97wuqw?rl=2,不都在北京吗？,6
None,https://weibo.cn/comment/hot/J6u97wuqw?rl=2,不在一个区的话 报销一张地铁票,None
None,https://weibo.cn/comment/hot/J6u97wuqw?rl=2,同城派送，出门就到,None
2020-06-13,https://weibo.cn/comment/hot/J6u97wuqw?rl=2,这个，也近啊，国家卫健委就在北京嘛,69
2020-06-13,https://weibo.cn/comment/hot/J6u97wuqw?rl=2,北京反应及时，国家高度重视，首都无恙,30
2020-06-13,https://weibo.cn/comment/hot/J6u97wuqw?rl=2,北京已进入非常时期，大家都做好防护吧🙏🙏🙏也别惊弓之鸟。。。。更别造谣传谣。。。,24
2020-06-13,https://weibo.cn/comment/hot/J6u97wuqw?rl=2,北京加油,15
2020-06-13,https://weibo.cn/comment/hot/J6tmKgtKK?rl=2,中国政府出台了各种有利的经济政策是可行的，有目共睹[加油][加油][加油],241
2020-06-13,https://weibo.cn/comment/hot/J6tmKgtKK?rl=2,中国加油,92
None,https://weibo.cn/comment/hot/J6tmKgtKK?rl=2,中国加油,None
None,https://weibo.cn/comment/hot/J6tmKgtKK?rl=2,中国加油,None
None,https://weibo.cn/comment/hot/J6tmKgtKK?rl=2,相信祖国,None
2020-06-13,https://weibo.cn/comment/hot/J6tmKgtKK?rl=2,中国加油！！,19
None,https://weibo.cn/comment/hot/J6tmKgtKK?rl=2,中国,None
2020-06-13,https://weibo.cn/comment/hot/J6tmKgtKK?rl=2,中国[加油][加油],11
2020-06-13,https://weibo.cn/comment/hot/J6tmKgtKK?rl=2,加油,3
2020-06-13,https://weibo.cn/comment/hot/J6qAO4TEA?rl=2,北京人民的心酸😔,263
2020-06-13,https://weibo.cn/comment/hot/J6qAO4TEA?rl=2,是否需要封城，请指示,160
2020-06-13,https://weibo.cn/comment/hot/J6qAO4TEA?rl=2,确实应该严密筛查！！千万不要卷土重来！,371
2020-06-13,https://weibo.cn/comment/hot/J6qAO4TEA?rl=2,这个病毒这么喜欢海鲜市场农贸市场么,36
2020-06-13,https://weibo.cn/comment/hot/J6qAO4TEA?rl=2,三文鱼是从哪进口的? 应该追溯出囗国的病毒来源,116
2020-06-13,https://weibo.cn/comment/hot/J6qAO4TEA?rl=2,一定要在根源处控制住！！大家也要戴口罩勤洗手！！,71
2020-06-13,https://weibo.cn/comment/hot/J6qAO4TEA?rl=2,湖北人 ㊗️北京安然无恙！伤不起了🙏,69
None,https://weibo.cn/comment/hot/J6quY6yFG?rl=2,带好口罩，做好防护,None
2020-06-13,https://weibo.cn/comment/hot/J6qAO4TEA?rl=2,希望北京一切安好，早日清零,59
2020-06-13,https://weibo.cn/comment/hot/J6qAO4TEA?rl=2,出台全款退机票政策，拜托了,57
2020-06-13,https://weibo.cn/comment/hot/J6quY6yFG?rl=2,北京加油!丰台加油！,392
2020-06-13,https://weibo.cn/comment/hot/J6quY6yFG?rl=2,能不能说清楚三文鱼到底从哪儿进口的？哪个国家！以后大家可以注意！新闻应该讲清楚啊！,284
2020-06-13,https://weibo.cn/comment/hot/J6quY6yFG?rl=2,不懂就问，病毒是依附着肉还是依附着冷冻低温？如果去菜场买不是冷冻的鲜肉，是不是即使可能被新冠患者触碰甚至污染，没有冷冻，这么热的天气下病毒是不是不易存活？甚至不易传染人？还是只要新冠依附物体都能存活并且传染人？大大疑问,2
2020-06-13,https://weibo.cn/comment/hot/J6quY6yFG?rl=2,不是北京的也戴好口罩了！你怎么知道那么大人流会不会传一个出去！别侥幸心理！,192
2020-06-13,https://weibo.cn/comment/hot/J6quY6yFG?rl=2,北京加油,78
2020-06-13,https://weibo.cn/comment/hot/J6quY6yFG?rl=2,疫情尚未结束，不能放松警惕，也别过分恐慌，加强防护意识，及时溯源排查，北京加油！,56
2020-06-13,https://weibo.cn/comment/hot/J6quY6yFG?rl=2,希望能快点控制住 加油[加油][加油],48
2020-06-13,https://weibo.cn/comment/hot/J6quY6yFG?rl=2,幸好发现的还算及时！尽快控制！加油！,41
2020-06-13,https://weibo.cn/comment/hot/J6quY6yFG?rl=2,进口海鲜多检测，做好防范,24
2020-06-13,https://weibo.cn/comment/hot/J6qOey087?rl=2,大学封闭管理就是笑话，封闭的只有学生，别人呢？,2314
None,https://weibo.cn/comment/hot/J6qOey087?rl=2,跑男前几天还在桂航录制，而学生还在封闭管理，大学的封闭管理就是个笑话,None
2020-06-13,https://weibo.cn/comment/hot/J6qOey087?rl=2,北京是不是又要放假了。,445
None,https://weibo.cn/comment/hot/J6qOey087?rl=2,大学封闭管理真是个笑话,None
2020-06-13,https://weibo.cn/comment/hot/J6qOey087?rl=2,低风险地区大学能稍微放松封闭了嘛…严格校园卡学生证进出禁止无关人员进校也行呀,121
2020-06-13,https://weibo.cn/comment/hot/J6qOey087?rl=2,因地制宜防控，杜绝一刀切，常态化防疫，避免过度防疫，低风险地区地摊经济如火如荼，只有大学生还被关在校门里，同地区的中小学生都早已复课走读。大学仍然全封闭，改成半封闭都行啊，只出校门不出市区#大学什么时候解封#,398
2020-06-13,https://weibo.cn/comment/hot/J6qOey087?rl=2,大学生封闭管理，只封闭大学生，校外人员可以随意进出，都要放假了，现在又把来自四面八方的学生关在寝室里面，课都已经上完了的，在寝室干瞪眼么！！,301
None,https://weibo.cn/comment/hot/J6qOey087?rl=2,出台全款退机票！！！啊啊啊啊啊啊啊我损失太大了,None
2020-06-13,https://weibo.cn/comment/hot/J6qOey087?rl=2,可是大学除了学生 谁都可以出去进来,268
2020-06-13,https://weibo.cn/comment/hot/J6qOey087?rl=2,北京是不是又要放假了。,120
2020-06-13,https://weibo.cn/comment/hot/J6sk6x26V?rl=2,北京加油 中国加油！,1164
2020-06-13,https://weibo.cn/comment/hot/J6sk6x26V?rl=2,武汉都胜利了，北京肯定也可以的！加油！,657
2020-06-13,https://weibo.cn/comment/hot/J6sk6x26V?rl=2,注意防护，戴口罩。,440
2020-06-13,https://weibo.cn/comment/hot/J6sk6x26V?rl=2,天津河北在前面玩命保着北京，结果北京在背后自爆了。,370
2020-06-13,https://weibo.cn/comment/hot/J6sk6x26V?rl=2,我大北京加油啊！,350
2020-06-13,https://weibo.cn/comment/hot/J6sk6x26V?rl=2,海淀西城的小学四到六年级为什么不停课啊！太可怕了,8
None,https://weibo.cn/comment/hot/J6sk6x26V?rl=2,我在北京 北京挺住,None
2020-06-13,https://weibo.cn/comment/hot/J6sk6x26V?rl=2,可以控制住的❗,105
2020-06-13,https://weibo.cn/comment/hot/J6tciy7tl?rl=2,1月喊武汉加油！ 2月喊中国加油！ 3月喊世界加油！ 4月喊黑龙江加油！ 5月喊吉林加油！ 6月北京加油！     告诉我们不能松懈呀，加油[加油][加油][加油],275
2020-06-13,https://weibo.cn/comment/hot/J6tciy7tl?rl=2,为什么有西城区？,2
2020-06-13,https://weibo.cn/comment/hot/J6tciy7tl?rl=2,快点好起来吧，累了……,117
2020-06-13,https://weibo.cn/comment/hot/J6tciy7tl?rl=2,之前单独升朝阳区的级就有点让人难以理解了，这次又单独升街道。。我相信很多上班族每天要跨区的。。,61
2020-06-13,https://weibo.cn/comment/hot/J6tciy7tl?rl=2,严防不松懈！北京加油 ！,24
None,https://weibo.cn/comment/hot/J6tciy7tl?rl=2,怎么不按区按街道了,None
None,https://weibo.cn/comment/hot/J6tciy7tl?rl=2,又增加中风险街道了,None
2020-06-13,https://weibo.cn/comment/hot/J6tciy7tl?rl=2,希望北京别再有感染了。🙏🙏🙏,15
2020-06-13,https://weibo.cn/comment/hot/J6qtUzl9E?rl=2,😂好不容易要开学了，这下又白瞎了,349
2020-06-13,https://weibo.cn/comment/hot/J6qtUzl9E?rl=2,加油北京！！！,168
None,https://weibo.cn/comment/hot/J6qtUzl9E?rl=2,加油，也谢谢北京给别的城市提了个醒，不要放松警惕，辛苦封锁小区的人了,None
2020-06-13,https://weibo.cn/comment/hot/J6qtUzl9E?rl=2,#北京疫情#  为什么懂王刚说完没在北京爆发，北京就爆发了？！为什么都是进口海鲜？！是冰川融化病毒流进海洋还是有人人为投毒？！？！ 我兔太难了！靠自己成长还得被人暗害！  ,93
2020-06-13,https://weibo.cn/comment/hot/J6qtUzl9E?rl=2,一天多了四十五例 真的有点吓人..,66
None,https://weibo.cn/comment/hot/J6qtUzl9E?rl=2,我真的无法呼吸了,None
2020-06-13,https://weibo.cn/comment/hot/J6qtUzl9E?rl=2,一下回到解放前,36
2020-06-13,https://weibo.cn/comment/hot/J6qtUzl9E?rl=2,加油！！！！坚持住,22
2020-06-13,https://weibo.cn/comment/hot/J6qtUzl9E?rl=2,人民至上！生命至上！还是不能麻痹大意，做好防护🙏🙏🙏,22
2020-06-13,https://weibo.cn/comment/hot/J6qtUzl9E?rl=2,疫情防控无小事！少点抱怨，多点警惕，做好防护！疫情防控阻击战，我们都是战士！,27
2020-06-12,https://weibo.cn/comment/hot/J6lGPF90f?rl=2,北京这速度超快！！,135
None,https://weibo.cn/comment/hot/J6lGPF90f?rl=2,深圳今天看好多都不戴口罩了,None
