 时间,标签（标题),内容,转发数,点赞数,评论数,热评链接

2020-05-10,#世界三大学术期刊为中国发声#,【驳斥阴谋论！#世界三大学术期刊为中国发声#】一场突如其来的疫情，照出多少真面目。连日来，西方一些政客，为掩盖自身抗疫不力日夜奔走“甩锅”，编织各种谣言，抹黑攻击中国。与此同时，另一股声音正在集结——《自然》杂志、《科学》杂志、《柳叶刀》杂志，三份顶级学术期刊连续几个月来积极评价中国抗疫举措取得成效。面对饱含偏见与歧视的“政治病毒”，这三份学术界分量十足的期刊，正在以科学的名义发起攻势。（参考消息网） http://t.cn/A6AHYQZH,8240,68617,2503,https://weibo.cn/comment/hot/J1foJBucy?rl=2

2020-05-10,#吉林舒兰调整疫情风险等级为高风险#,【最新：#吉林舒兰调整疫情风险等级为高风险#】10日，吉林省新冠肺炎疫情防控工作领导小组办公室发布最新通报：2020年5月10日，吉林省公布舒兰市新增11例本地新冠肺炎确诊病例。按照国家新冠肺炎疫情分区分级标准，将舒兰市风险等级由中风险调整为高风险。#吉林新增11例本土病例# 关于调整吉林省新冠肺炎疫情防控分区分级情况的通报 ,1741,32675,4031,https://weibo.cn/comment/hot/J1eJKqDD9?rl=2

2020-05-10,#全球新冠病毒感染超400万#,【#全球新冠病毒感染超400万#】据美国约翰斯·霍普金斯大学疫情实时监测系统，截至美东时间5月9日下午5时32分，全球新冠病毒感染病例数已经超过400万，达到了4008497例，其中包括死亡病例278135例。美国的新冠病毒感染病例超过130万，死亡病例超过78000例，为目前感染病例、死亡病例最多的国家。此外，西班牙、意大利、英国的感染病例数超过20万，俄罗斯、法国、德国、巴西、土耳其、伊朗等国也出现了超过10万例病例。（郑琪）,337,2018,395,https://weibo.cn/comment/hot/J1e1QBwjT?rl=2

2020-05-10,#美国新冠病毒感染病例超130万例#,【#美国新冠病毒感染病例超130万例#】据美国约翰斯·霍普金斯大学疫情实时监测系统统计，截至美东时间5月9日下午5时32分，美国已有新冠病毒感染病例1305544例，其中包括死亡病例78618例。美国新增病例为24298例，新增死亡病例为1717例。纽约州州长科莫当天表示，纽约州医院已经报告了73名年轻新冠感染患者，他们没有出现典型的呼吸道疾病症状，但却有类似于川崎病和中毒性休克的症状，普遍有导致心脏问题的炎症。（郑琪）,228,1676,310,https://weibo.cn/comment/hot/J1e1pamMR?rl=2

2020-05-09,#佛罗里达州删1月新冠症状患者关键记录#,【美国#佛罗里达州删1月新冠症状患者关键记录#】据美媒报道，近日佛罗里达州卫生部门删除了网站上新冠肺炎疫情的部分关键记录。被删记录涉及1月和2月间171名患者出现新冠肺炎症状或病毒检测结果呈阳性。此前有美媒根据该州的官方数据指出，最早在1月就已出现有新冠肺炎症状的患者。报道公开后，数据库一度从官方网站上消失，再次出现后患者出现症状的时间已被删除。http://t.cn/A6AT6qde,742,11126,809,https://weibo.cn/comment/hot/J1afMbaz1?rl=2

2020-05-09,#日本水族馆组织企鹅看望海狮#,【#日本水族馆组织企鹅看望海狮#】日本一水族馆近日因新冠疫情闭馆。为了让动物间增加互动感，水族馆举行了不同种族间的“会议”：企鹅和海狮，水獭和白鲸相互交流。此外，#日本水族馆组织企鹅巡回参观#。动物间的趣味互动也被拍成视频发到网上，管理员称希望人们也能通过视频得到治愈，释放压力。http://t.cn/A6ATcymY,658,6070,483,https://weibo.cn/comment/hot/J1a34mfA8?rl=2

2020-05-09,@西安市第四医院1889,【致敬为我们拼过命的白衣战士！】在危难的日子里铭记了你的眼神，如今请让我们记住你的笑脸！我们不会忘记，你们曾逆行抗击疫情，用生命守护生命。致敬@西安市第四医院1889 的援鄂医护们。国际护士节即将来临，带话题#那些年你遇到的护士#发条微博，聊一聊你和护士之间的故事！#天使在身边# ,3753,23321,2766,https://weibo.cn/comment/hot/J19ySp3PB?rl=2

2020-05-09,#国家大剧院声如夏花音乐会#,【#国家大剧院声如夏花音乐会#来了！】#国家大剧院云赏乐系列#声如夏花音乐会，这是疫情以来国家大剧院首个贝多芬交响专场。吕嘉将执棒大剧院管弦乐团奏响贝多芬的《C大调第一交响曲》和《F大调第六交响曲“田园”》，任鲁豫将担任本场音乐会导赏。戳↓↓@人民日报 带你一起聆听！ http://t.cn/A6AT4AdY .,931,5092,470,https://weibo.cn/comment/hot/J19sKqNbx?rl=2

2020-05-09,#全球新冠肺炎超390万例#,【最新数据：#全球新冠肺炎超390万例#】截至北京时间5月9日14时，214个国家和地区累计确诊3902161例，“钻石公主”号邮轮712例，全球新冠肺炎累计死亡274356例。其中，#美国新冠肺炎病例超128万#。转发关注#新冠肺炎疫情全球走势#↓↓ ,424,3331,543,https://weibo.cn/comment/hot/J19jfsNZs?rl=2

2020-05-09,#美媒盘点特朗普疫情期间荒唐回复#,【#美媒盘点特朗普疫情期间荒唐回复#】当地时间8日，美国微软全国广播公司（MSNBC）整理了180秒#特朗普疫情期间荒唐回复合集#。从“衡量的标准就在（我）这里”，到“病毒会奇迹般地消失”，再到“我一直都知道这是一场真正的疫情”， 以及“消毒剂注射论”与“我不是医生，我是有一个很好的…你懂吧？”http://t.cn/A6AYpuRi,784,3818,651,https://weibo.cn/comment/hot/J1876zx30?rl=2

2020-05-09,#过去14天境外输入病例全部经航空口岸入境#,【#过去14天境外输入病例全部经航空口岸入境#】国家卫健委发言人米锋表示，过去14天，全国共报告新增境外输入病例52例，全部通过航空口岸入境。当前境外疫情爆发增长态势仍在持续，我国外防输入压力持续加大，要扩大检测范围，对入境人员实行应检尽检，做好闭环管理，防止疫情反弹。 http://t.cn/A6AYlpDF,187,931,198,https://weibo.cn/comment/hot/J17Yqr1T9?rl=2

2020-05-09,#吉林舒兰市疫情风险等级调整为中风险#,【#吉林舒兰市疫情风险等级调整为中风险#】9日，吉林省新冠肺炎疫情防控工作领导小组办公室发布最新通报：2020年5月8日，吉林省公布1例本地新冠肺炎确诊病例。按照国家新冠肺炎疫情分区分级标准，将舒兰市风险等级由低风险调整为中风险。关于调整吉林省新冠肺炎疫情防控分区分级情况的通报 ,446,14895,2163,https://weibo.cn/comment/hot/J16m4v3w3?rl=2

2020-05-09,#美国新冠病毒感染病例超过128万#,【#美国新冠病毒感染病例超过128万#】据美国约翰斯·霍普金斯大学疫情实时监测系统统计，截至美东时间5月8日下午5时32分，美国已有新冠病毒感染病例1281246例，其中包括死亡病例76901例。美国新增病例为28335例，新增死亡病例为1454例。8日，#特朗普称新冠最终可致95000美国人死亡#。（郑琪） ,828,38466,2614,https://weibo.cn/comment/hot/J14Arp1LE?rl=2

2020-05-08,#疫情后你要理解的几个新趋势#,【超多知识点~#疫情后你要理解的几个新趋势#】#疫情对中国未来会有哪些影响#？疫情导致消费去过度化，大量价格合理、质量靠谱的国产品牌将迅速崛起；疫情又导致各行各业的全面线上化，在线看病、网课网剧、线上办公、跨地域求职等在疫情之后将继续增长……有理有据，戳↓↓马住慢慢看~@所长林超 http://t.cn/A6AlQ6sB,3157,5921,608,https://weibo.cn/comment/hot/J11vWvkCd?rl=2

2020-05-08,#美国失业率创新高达14.7%#,【#美国失业率创新高达14.7%#】受新冠肺炎疫情影响，美国4月季调后非农就业人口锐减2050万人，美国失业率创新高，达14.7%。（人民日报记者吴乐珺） ,468,52971,2990,https://weibo.cn/comment/hot/J10G5xHiG?rl=2

2020-05-08,#华春莹向蓬佩奥发出灵魂拷问#,【#华春莹向蓬佩奥发出灵魂拷问#：#美可疑生物基地是否可接受独立调查#？】5月8日，外交部例会上华春莹连续向美方发问：美国不是要公开透明吗？不是要调查吗？中方在信息公布方面一直是公开透明的，不知道美方可不可以也像中方一样公开透明？不知道美方可不可以开放德克里特堡生物基地？开放在美国国内以及世界各地，包括在乌克兰和哈萨克斯坦的生物实验室来接受国际社会的独立调查？美方可不可以接受邀请世卫组织或独立调查的专家去美国调查这次新冠肺炎疫情真正的起源和美方的应对情况？http://t.cn/A6AlyKrz,1410,9369,1157,https://weibo.cn/comment/hot/J10kd0lVX?rl=2

2020-05-08,#蓬佩奥称中美政权不同是最危险的对手#,【华春莹回应#蓬佩奥称中美政权不同是最危险的对手#：中美的确不同，中国生命至上】5月8日，外交部发言人华春莹主持例行记者会。有记者提问，美国国务卿蓬佩奥近日又对媒体表示，中国是美国及西方国家面临的最危险的对手，中国政权与美国完全不同，中方对此有何评论？华春莹表示，中方一向认为，这个世界上不同的文明制度之间是完全可以和谐共存、相互借鉴、共同进步的。但是对美国的一些政客来讲，他们的确让人感觉越来越难容忍这一点。从近段时间来看，中国政府同美国政府至少有一个非常明显的不同，就是中国共产党和中国政府把人民的生命安全看得重于一切，珍惜每一个生命，不惜一切代价去抢救和维护人民的生命安全和身体健康。因此，中国在这次疫情当中病亡人数远远少于美国。如果像蓬佩奥先生说的那样，中方跟美方完全不同，他们又那么好，他们的价值观先进，力量那么强大，他为什么连承认这一基本事实的勇气和度量都没有？http://t.cn/A6AWDug8,582,6156,729,https://weibo.cn/comment/hot/J0ZE0a3GK?rl=2

2020-05-08,#低风险地区校内学生不需戴口罩#,【卫健委、教育部：#低风险地区校内学生不需戴口罩#】今天，国家卫健委网站上发布了关于印发中小学校和托幼机构新冠肺炎疫情防控技术方案的通知。《中小学校新冠肺炎疫情防控技术方案（修订版）》中明确，低风险地区校园内学生不需佩戴口罩。http://t.cn/A6AWlewG ,1008,4870,1047,https://weibo.cn/comment/hot/J0ZbK5PW1?rl=2

2020-05-08,#全球新冠肺炎超379万例#,【最新：#全球新冠肺炎超379万例#】截至北京时间5月8日16时，214个国家和地区累计确诊3791050例，“钻石公主”号邮轮712例，全球新冠肺炎累计死亡269268例。其中，#美国新冠病毒感染病例超125万#。转发关注#新冠肺炎疫情全球走势#↓↓ ,1071,11870,1498,https://weibo.cn/comment/hot/J0Z3xyms4?rl=2

2020-05-08,#旅游市场基本恢复同期的50%#,【文旅部：#旅游市场基本恢复同期的50%#】8日，文化和旅游部党组成员王晓峰介绍，据测算，5月1日至5日，全国累计接待国内游客1.15亿人次，#五一假期国内旅游收入475.6亿#。与去年相比，在疫情常态化防控的前提下，旅游市场基本恢复了同期的50%，促进了旅游业消费回补和潜力释放。 ,309,1854,495,https://weibo.cn/comment/hot/J0X8X6YuV?rl=2

2020-05-08,#五一假期防控效果需14天后全面评估#,【卫健委：#五一假期防控效果需14天后全面评估#】国家卫健委副主任李斌8日表示，“五一”期间整体疫情平稳，没有出现来源不明的散发病例，没有出现聚集性疫情，无症状感染者的数量持续降低，全国疫情积极向好的态势进一步巩固。初步评估显示，#五一假期防控经受住了考验#，“五一”假期防控效果还需要观察14天以后才能够有一个全面的评估结论。http://t.cn/A6AOrHUH,559,3913,602,https://weibo.cn/comment/hot/J0WQbfNdO?rl=2

2020-05-08,#广东调整为三级响应#,【#广东调整为三级响应#】据广东省卫健委消息，根据国家有关法律法规及相关要求，结合广东省当前新冠肺炎疫情防控形势，经组织专家评估，省新冠肺炎防控领导小组(指挥部)决定，自2020年5月9日零时起，将广东省新冠肺炎疫情防控应急响应级别由省重大突发公共卫生事件二级响应调整为三级响应。http://t.cn/A6AOcxPJ,269,1694,403,https://weibo.cn/comment/hot/J0WcDvB9Q?rl=2

2020-05-08,#美国新冠感染病例超过125万例#,【#美国新冠感染病例超过125万例#】据美国约翰斯·霍普金斯大学疫情实时监测系统统计，截至美东时间5月7日下午5时32分，美国已有新冠病毒感染病例1252911例，其中包括死亡病例75447例。与该系统大约24小时前的数据相比，美国新增病例为29492例，新增死亡病例为2635例。纽约州现有感染病例327469例，其中包括死亡病例26130例。新泽西州有感染病例133635例，其中包括死亡病例8801例。此外，马萨诸塞州、伊利诺伊州、加利福尼亚州、宾夕法尼亚州也出现了超过5万感染病例。（郑琪）,345,1745,475,https://weibo.cn/comment/hot/J0V5rhzLt?rl=2

2020-05-07,#你好，明天#,【#你好，明天#】高考倒计时两个月，高三学子陆续复课。这场被疫情推迟的高考，注定将成为你人生中不平凡的注脚。穿过考验，人真的会一夜长大：因为经历，你才明白坚持的意义，困难面前才始终相信光亮。有人说一定是特别光明的结尾，才配得上这么出其不意的开局。这份祝福送给正在奋斗的你，加油！ ,1281,6115,1391,https://weibo.cn/comment/hot/J0So2qB1g?rl=2

2020-05-07,#大学教授创作国画长卷致敬抗疫英雄#,【#大学教授创作国画长卷致敬抗疫英雄#】疫情期间，中国人民大学艺术学院教授黄华三用50天创作了16幅人物肖像，将抗疫关键时刻挺身而出的院士以及各年龄段的普通医务工作者共16人入画，钟南山院士、李兰娟院士、张伯礼院士……一个又一个英雄人物形象跃然纸上，戳↓↓谢谢你们！大学教授创作国画长卷《不负苍生》，致敬国家栋梁 ,1632,10521,794,https://weibo.cn/comment/hot/J0Sa88kIM?rl=2

2020-05-07,#全球新冠肺炎超372万例#,【最新：#全球新冠肺炎超372万例#】截至北京时间5月7日16时，214个国家和地区累计确诊3729544例，“钻石公主”号邮轮712例，全球新冠肺炎累计死亡263527例。其中，#美国新冠病毒感染病例超122万#。转发关注#新冠肺炎疫情全球走势#↓↓ ,400,1612,492,https://weibo.cn/comment/hot/J0QuJpLzr?rl=2

2020-05-07,#广东中小学暑假时间#,【#广东中小学暑假时间#定了：#广东中小学放暑假不晚于8月1日#】刚刚，广东省教育厅防控新型冠状病毒肺炎疫情工作领导小组印发了《关于做好2020年春季学期中小学教育教学工作的通知》，通知明确，因延迟开学耽误的教学时间，可采取适当延后暑期放假时间的方式补偿，原则上中小学各年级暑假开始时间不得晚于8月1日。http://t.cn/A6ApwH0v,309,4372,809,https://weibo.cn/comment/hot/J0PFoocg5?rl=2

2020-05-07,#全国所有县域均调整为低风险#,【#全国所有县域均调整为低风险#】国家卫生健康委新闻发言人、宣传司副司长米锋表示，#今天起全国所有县域均调整为低风险#，但新冠疫情还有很大不确定性，要继续做好患者救治和康复管理，落实常态化防控举措，严防疫情反弹。 人民日报的微博视频 ,425,1096,232,https://weibo.cn/comment/hot/J0P5QisTv?rl=2

2020-05-07,#61岁阿姨疫情期间上了160多门网课#,【励志！#61岁阿姨疫情期间上了160多门网课#】61岁的万雪琴是武汉市汉阳区老年大学学员，3月16日以来，她通过小程序上了160多门网课。一门课大都在5-50集之间，一集少则四五分钟，多则三四十分钟，每天学4-6个小时。她说，白天看些时长短、集数少的课，晚上看集数多的，每天平均能学完3-5门课。网友：我还有什么理由不努力？http://t.cn/A6ACuEIt,5456,113657,4220,https://weibo.cn/comment/hot/J0OpOE9rx?rl=2

2020-05-07,#预计今年电视剧产量将减少30%#,【9家影视公司发布复工倡议：反对注水，抵制攀比】据不完全统计，疫情期间仅影视剧行业大约60个剧组停拍、100个项目延迟，相比2019年，#预计今年电视剧产量将减少30%#。播出机构各项收入大幅下滑，广告收入平均跌幅超过30%以上。#一季度全国6600多家影视文化机构注销#。5月7日，三大平台六大制作公司发出联合倡议书，倡导凝心聚力，迎难而上，反对内容“注水”，规范集数长度，抵制浪费奢靡之风，反对虚荣攀比，共克时艰、行业自救。（人民日报记者刘阳）,1012,29046,1604,https://weibo.cn/comment/hot/J0NqWF7Fm?rl=2

2020-05-07,#山东高校开学时间#,【#山东高校开学时间#发布，#山东研究生和毕业年级学生16日起开学#返校】据山东教育发布，经省委新冠肺炎疫情处置工作领导小组（指挥部）研究同意，开学条件核验合格的高等学校（含驻鲁部属高校），其研究生和毕业年级学生自5月16日起开学返校，具体时间由驻地市会同高校统筹返校学生人数、生源地分布、城市交通运输和防控能力等情况，按照错时错峰原则研究确定。　　其他年级学生开学返校时间，由驻地市会同高校根据疫情防控形势研判确定。http://t.cn/A6AC8EPq,821,18613,3022,https://weibo.cn/comment/hot/J0NgckQH0?rl=2

2020-05-07,#奉劝美国政客多干些正事#,【人民日报钟声：#奉劝美国政客多干些正事#为好】美国政府应对不力，引发了众怒。为了诿过推责，美国政客抛出一个又一个谣言，大肆鼓噪向中国“追责索赔”。证据何在？语焉不详！疫情当前最需要的是全力以赴防控疫情、争分夺秒救治患者，这种赤裸裸的“政治讹诈”将成为人类抗疫史上的一幕丑剧。 http://t.cn/A6AC5oUp,1462,2669,562,https://weibo.cn/comment/hot/J0M2VlEMY?rl=2

2020-05-07,#高考倒计时2个月#,【#高考倒计时2个月#：转发祝福，加油啊，少年！】一定是特别光明的结尾，才配得上这么出其不意的开局。因疫情延迟开学、延期高考，也因疫情见证历史、参与历史，这一届考生注定不凡。每个为梦想拼尽全力、坚持到底的你都是好样的！最后两个月，做好防护，专心备战，愿青春无悔，#高考加油#！ ,6370,22048,3181,https://weibo.cn/comment/hot/J0LVahxGN?rl=2

2020-05-07,#美国新冠感染病例超过122万#,【#美国新冠感染病例超过122万#】据美国约翰斯·霍普金斯大学疫情实时监测系统统计，截至美东时间5月6日下午5时32分，美国已有新冠病毒感染病例1223419例，其中包括死亡病例72812例。美国新增病例为22082例，新增死亡病例为1965例。6日，#特朗普改变解散白宫疫情应对小组决定#。他在推特上表示，这个特别小组将无限期地继续下去，并把工作重点转移到“安全问题和再次开放我们的国家”。（郑琪）,1181,22913,2245,https://weibo.cn/comment/hot/J0LJ8ctaH?rl=2

2020-05-07,#你好，明天#,【#你好，明天#】“中国人民绝不接受丧权辱国！”外交部发言人今天表示，在疫情问题上对中国甩锅、推责，霸凌中国，14亿中国人民绝不答应。中华民族饱受欺凌的时代，早就一去不返！攻击中国，妄想攫取利益，可憎；翻老黄历，沉湎昔日迷梦，可笑。那些打错算盘的美国政客，还要梦呓到何时？！ ,4469,24511,3269,https://weibo.cn/comment/hot/J0Jaj8hB5?rl=2

2020-05-06,#人民微评#,【#人民微评#：奔跑，向高考奔跑！】今天是武汉高三复课首日，步入高考倒计时2个月。一场疫情让今年高考变得特别，也让青春充满弹性。在这场特殊考验面前，高三学生加速成长，提前领受了成人礼。只要有目标，每一滴汗水都会落地有声。武汉7所高校已向高三学生发邀请函，奋斗吧，小伙子！http://t.cn/A6AofvHD,635,5244,864,https://weibo.cn/comment/hot/J0IBqrXU1?rl=2

2020-05-06,#中央提出改革疾病预防控制体系#,【#中央提出改革疾病预防控制体系#，#中央要求提升疫情监测预警能力#】中共中央政治局常务委员会5月6日召开会议，听取疫情防控工作中央指导组工作汇报，研究完善常态化疫情防控体制机制。会议要求，及时总结和运用好湖北省和武汉市疫情防控实践中行之有效的做法，围绕暴露出的问题补短板、堵漏洞、强弱项，理顺医药卫生体制，改革疾病预防控制体系，提升疫情监测预警能力，完善公共卫生应急法律法规，健全重大疫情、公共卫生应急管理和救治体系。  http://t.cn/A6A9P0KV,1553,14989,1537,https://weibo.cn/comment/hot/J0HuoeGhw?rl=2

2020-05-06,#毕业生P出花式超萌毕业照#,【#毕业生P出花式超萌毕业照#】日前，@中南大学 发布一组特殊的毕业照。照片里，“手绘”的Q版同学们在学校标志性建筑前“上天入地”，欢聚一堂。设计者之一表示，同学们受到启发后融入创意元素进行手绘，弥补毕业季可能无法返校的遗憾。其中还有些创意设计，大家都觉得这样的“云毕业照”很有意思。 http://t.cn/A6AKn4e4,490,3750,550,https://weibo.cn/comment/hot/J0H24aXQG?rl=2

2020-05-06,#华春莹称14亿国人绝不答应以疫情霸凌中国#,【#华春莹称14亿国人绝不答应以疫情霸凌中国#】6日，外交部发言人华春莹针对美国总统国家安全事务副助理波廷杰涉及“五四精神”的言论回应称，面对新冠肺炎疫情，中国人民同舟共济、众志成城、不畏艰险、自强不息，取得了疫情防控阻击战的重大战略成果，这才是五四精神在当代最生动的体现。华春莹还表示，五四运动的导火索是一战后巴黎和会上外国列强之间拿他们在中国领土上的特权私相授受，中国人民绝不接受丧权辱国。101年后的今天，如果华盛顿还有人想在疫情问题上对中国甩锅、推责，霸凌中国，14亿中国人民绝不答应。我们奉劝美方的官员还是好好了解中国的历史，还是多管管美国自己的事情。http://t.cn/A6AKOuhq http://t.cn/A6AK1TJC,1149,9493,1125,https://weibo.cn/comment/hot/J0GmC0xNA?rl=2

2020-05-06,#黑暴揽炒是香港社会的政治病毒#,【国务院港澳办：“黑暴”一日不除，香港一日不宁】国务院港澳办发言人表示，我们注意到，黑暴势力眼见当前香港疫情稍缓，又蠢蠢欲动了。必须严正指出，#黑暴揽炒是香港社会的政治病毒#，是“一国两制”的大敌。“黑暴”一日不除，香港一日不宁。中央绝不会坐视这股破坏性力量肆意癫狂。 http://t.cn/A6Ao8XNT,760,5634,1062,https://weibo.cn/comment/hot/J0E4Ig3Vg?rl=2

2020-05-06,#美众议院将推进调查特朗普政府疫情应对#,【#美众议院将推进调查特朗普政府疫情应对#】美国众议院民主党领导层表示，尽管白宫阻挠安东尼·福奇等疫情应对关键人物出席众议院听证，但民主党人仍然计划推进对特朗普政府疫情应对情况的调查。5日，众议院议长南希·佩洛西和众议院民主党领袖斯特尼·霍耶都对美国有线电视新闻网表示，众议院将继续对特朗普政府的疫情应对措施以及价值近3万亿美元的联邦救助计划的执行情况进行审查。霍耶说，无论共和党怎么做，众议院都将很快开始举行相关听证会。民主党目前是美国国会众议院的多数党。此前，白宫表示，除非白宫幕僚长批准，否则白宫疫情应对小组的任何成员都不会在5月到国会出席听证会。当天早些时候，参议院卫生、教育、劳工和养老金委员会正式宣布，白宫疫情应对小组成员安东尼·福奇将于12日到该委员会出席听证。就允许福奇到共和党控制的参议院参加听证，特朗普解释说，国会众议院是个“圈套”，有很多“特朗普仇恨者”。（胡泽曦）,362,5357,528,https://weibo.cn/comment/hot/J0CtaDqSr?rl=2

2020-05-06,#美国新冠病毒感染超120万#,【#美国新冠病毒感染超120万#，#白宫疫情应对小组或于5月解散#】据美国约翰斯·霍普金斯大学疫情实时监测系统统计，截至美东时间5月5日下午5时32分，美国已有新冠病毒感染病例1201337 例，其中包括死亡病例70847例。与该系统大约24小时前的数据相比，美国新增感染病例为23553例，新增死亡病例为2405例。 纽约州现有感染病例321192例，其中包括死亡病例25073例。新泽西州有感染病例130593例，其中包括死亡病例8244例。此外，马萨诸塞州、伊利诺伊州、加利福尼亚州、宾夕法尼亚州等也出现了超过5万感染病例。 当天，美国副总统彭斯说，白宫正在考虑最早在5月25日前解散白宫疫情应对特别小组。彭斯说，相关讨论反映美国在疫情应对上“取得的巨大进展”。特朗普表示，即使在应对小组解散后，安东尼·福奇博士、黛博拉·比尔克斯博士和该领域的其他专家仍将参与疫情应对相关工作。（郑琪）,461,3610,631,https://weibo.cn/comment/hot/J0CiYfHrP?rl=2

2020-05-05,#全球新冠肺炎超355万例#,【最新：#全球新冠肺炎超355万例#】截至北京时间5月5日16时，214个国家和地区累计确诊3551976例，“钻石公主”号邮轮712例，全球新冠肺炎累计死亡251105例。其中，#美国新冠病毒感染病例超118万#。转发关注#新冠肺炎疫情全球走势#↓↓ ,627,3941,703,https://weibo.cn/comment/hot/J0y1c7Sws?rl=2

2020-05-05,#日本水族馆邀网友视频围观花园鳗#,【#日本水族馆邀网友视频围观花园鳗#：防止“自闭”】日本东京的墨田水族馆受疫情影响闭馆。因没有游客造访，花园鳗都“自闭”钻进沙子不愿出来。馆方为了让约300条花园鳗“看到”人类的存在，在水箱前放了平板电脑，供网友视频连线“互动”。果然，一有人“围观”，花园鳗又开始和往常一样钻出沙子了。http://t.cn/A6AaNiFt,498,4325,603,https://weibo.cn/comment/hot/J0wVlfBoS?rl=2

2020-05-05,#小长假最后一天#,【正在直播：#小长假最后一天#，#直击五一返程路#】12年来最长的“五一”小长假即将落下帷幕。5月5日，时值立夏，也是小长假最后一天，疫情期间的返程路与往常有什么不同？@人民日报 联动@闪电新闻 正在直播↓↓ 人民日报的微博视频 . ,226,2289,230,https://weibo.cn/comment/hot/J0wzSCVMU?rl=2

2020-05-05,#美国新冠感染病例超过117万#,【#美国新冠感染病例超过117万#，#新模型预测美国8月初死亡病例将超13万#】据美国约翰斯·霍普金斯大学疫情实时监测系统统计，截至美东时间5月4日下午5时32分，美国已有新冠病毒感染病例1177784例，其中包括死亡病例68442例。华盛顿大学健康指标与评估研究所(IHME)当天表示，对该所一项广受关注的疫情预测模型进行了修改。修改后的模型预测显示，到8月4日，美国将至少有13.4万人死于疫情。该研究所透露，此次建模策略修改后，整个模型将使用4家不同的手机供应商报告的移动数据，并使用数据反映过早放松“保持社交距离”政策对疫情发展的影响。（郑琪）,698,27846,1950,https://weibo.cn/comment/hot/J0sVJvjtc?rl=2

2020-05-04,#国务院联防联控机制联络组赴武汉#,【#国务院联防联控机制联络组赴武汉#】日前，经中央批准，国务院联防联控机制设立联络组。5月4日下午，联络组抵达湖北武汉。据了解，联络组将协调推动湖北省、武汉市重点做好落实各项防控措施，巩固疫情防控成果，严防疫情出现反弹，兼顾了解复工复产复学等七个方面工作。http://t.cn/A6A6898j ,582,24335,1657,https://weibo.cn/comment/hot/J0pTVlIaR?rl=2

2020-05-04,#全球新冠肺炎超348万例#,【最新：#全球新冠肺炎超348万例#】截至北京时间5月4日16时，214个国家和地区累计确诊3479810例，“钻石公主”号邮轮712例，全球新冠肺炎累计死亡247221例。其中，#美国新冠病毒感染病例超115万#。转发关注#新冠肺炎疫情全球走势#↓↓ ,435,3363,596,https://weibo.cn/comment/hot/J0peldhzR?rl=2

2020-05-04,#张文宏称年轻人如果熊国家就没希望#,【#张文宏称年轻人如果熊国家就没希望#】近日，复旦大学附属华山医院感染科主任#张文宏评价这届年轻人更加无畏#、有担当、有创造力。在华山医院，出征的动员令一下，很多90后将身份证往科室一放，随时准备订机票出征武汉。年轻人内心天然具备忧国忧民的思想和拯救世界的冲动，是英雄主义的化身”。这次疫情是一次非常好的表达机会，让社会重新认识了青年。张文宏说，“这一批人如果‘熊’了，国家就没有希望”。http://t.cn/A6A663z9,4106,153190,6802,https://weibo.cn/comment/hot/J0oGmkM5E?rl=2

2020-05-04,#后浪说#,【奔涌吧，后浪！这是来自中国青年的#后浪说#】“一个国家最好看的风景，就是这个国家的年轻人”。在同一条奔涌的河流里，年轻人，就是中国的后浪。面对疫情的逆行、面对困境的坚守、面对难题的奋斗…这就是中国后浪的样子↓↓今日五四，致敬#青春的逆行#！ ,1653,17466,3308,https://weibo.cn/comment/hot/J0opW3JjZ?rl=2

2020-05-04,#湖北连续30日无新增确诊病例#,【#湖北连续30日无新增确诊病例#】5月4日，湖北省疾病预防控制中心副主任李阳在新闻发布会上通报湖北省新冠肺炎疫情最新情况。截至5月3日24时，湖北省已连续30日无新增确诊病例，除武汉市以外的地区，已连续60日无新增确诊病例。#湖北武汉外连续60日无新增确诊病例#http://t.cn/A6AisCWY http://t.cn/A6AisC0z,373,4997,852,https://weibo.cn/comment/hot/J0nSu2H8C?rl=2

2020-05-04,#湖南一景区免费发放一米帽#,【#湖南一景区免费发放一米帽#：提醒保持安全距离】2日，湖南岳阳平江石牛寨景区免费为游客发放各种有趣的“一米帽”，提醒保持安全距离。所谓“一米帽”就是普通帽子上绑了一根1米长的塑料棒或者长条气球，各种有趣的造型也让游客们在饱览美景之余，确保疫情防控要求。#景区发一米帽提醒保持距离#http://t.cn/A6AiQQSi,1440,9389,1177,https://weibo.cn/comment/hot/J0non5FJ1?rl=2

2020-05-04,#湖北介绍武汉高三复课准备情况#,【人民直播：#湖北介绍武汉高三复课准备情况#】5月4日下午四点，湖北省新型冠状病毒肺炎疫情防控工作指挥部召开第91场新闻发布会，介绍武汉市高三年级复课准备工作情况，并回答记者提问。@人民日报 正在直播↓↓ 人民日报的微博视频 . ,246,2396,195,https://weibo.cn/comment/hot/J0n9eo8ev?rl=2

